Screen title @ Exact,Commercial title @ Exact,ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Kirby no Omochabako: Pinball@カービィのおもちゃ箱　ピンボール,Kirby no Omochabako: Pinball@カービィのおもちゃ箱　ピンボール,kirbynoomochabakopinball,Japan,1996,HAL Laboratory,Nintendo,#players:1 #genre:parlor>pinball #addon:online>satellaview #lang:en,612cad0100b9a37693815542d501a193,53faf45fd03937f663dd2e8047badb162922f896,f2fd097cf21d9210f7bb53710008f7b30765faa874a34f19b5e5cc941f2be2c0,a49dcf29c3db078a59d38e5f73db135ab8c0aa5369461d7afaec05be03d9bec8f56e29c63d9705608ca71577499ff8a0f0b48a04b0796fa0dbfd6d37edb6f0a9





Koi wa Balance: Tatoeba K-kun no Tabō na Ichinichi Hen@恋はバランス たとえばＫ君の多忙な一日編,,,Japan,1996-01-27,,,#players:1 #genre: #addon:online>satellaview #lang:ja,222606c1e051aef58a49bc9507ceb2c8,6d687f7b6c7c82c479e52459b7c8e1c8955fc9f5,5e9e4eb7d9e11c74e132312cd250c5ec6f22adeb0e4332fd5158d873c90e9705,28b5380ff48add3d34cffbd7a0d7fce43a1b0b9b3a93ba3cf8e199fe5b6f16cdc7559b46d47df4f9e3ef5b8b45d0afee122931beef7b47c568c5e050f6e9bd94
Konae-chan no Dokidoki Penguin Kazoku,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (1-4),66b7cab6599dd0bf840baddb2a2e5fe7,6193ad723ba3d2434bfe8fc70a593d1eabe821de,c0b0e30d93f1933582ad424e3e3acee58ba7f492af09365e233077562076af5a,d3cde98a68365bde6f0f0d1c3db1adb1f031a3df47682016967a165756998b90e6bed96be5a36c60bd43f3f694c959668467309fe311cdb39bf21adc55b4aff9
Konae-chan no Dokidoki Penguin Kazoku,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (1-7),3768236bfd206e6a3c9dfadd3e23e7bf,9c2500e5ab9c46cd32a6366fcb3df811888191b4,e74223bd643e0f6d57959ee4bb8920a9fb4e83d9148db353b1e383fa7e68f89b,32ebaae7c0bb9d1d2358d316ff2e45d4ad18dcd18a051d9c58759745c7e46316ff8c5f6107f7b7a51c159949519a846ec8f56f19d400b717d9ba229c4bebc485
Kōryaku Casino Bar Mokuyōbi: Poker,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,4d26ad5d525c246968845ebfb4e965ff,c7917f56c98486b5a3db6cfd73c949e4867bdc85,43875b976598416337f234797f5ffc733734119fcdae34b9e2a06be94682bd13,25dd7ecace15dc3d45f8f28dcba076692eaa0b05ab6a15513c613e24c2c7f8b310380a53b7c515149faa428e9e06daac6f661025025218027ca595e7c929b778
Kōryaku Casino Bar Nichiyōbi: Roulette + Game Tora no Ooana Special,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (2-24),5cf806e8799747129c63406335adce6a,ae574eae616f30accb2a000d6d480fac9845dbc2,f92bf9adf9aab7ce9ba225f33251a41ce767b8f7dc30a83363014ae8472fa34b,3a7ae751a8c02f16114ef644682a6114fe304e83d3a5fbb25713262b3c12f8af62c29ec569c7aacce588002d628ffec694cfc6a8e557994b53864b5388e54fe8
Kōryaku Casino Bar Suiyōbi: Poker + Kōryaku Casino Bar Kinyōbi: Slots,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,dbe59db43f5cd6ba96299ce4cd355a1e,ede3dfe2d30452644c75c8648a95b539def19fd2,559bd142d8bdab90ef487ca360cd23dfe1d694901527bcaa9cf969199c652e63,e9f3441465a7a7e9d9ea30e8571c9f0b1f7f1a1313ebd8bc97121bad2225aee9ab875f955668572513eb6c3d77bce736106b809781834598a71f04f03aa955e8
Lemmings,Japan,#players:1 #genre: #addon:online>satellaview #lang:en,644c8fd1471b348c05deff0db4e0aa7e,16d31b379d3aa212b9b0d2235b41e85c35aad7bc,de7f783e2041ba8beb4e28bacd56dc9240b1fd865aaaecd937e1bf1c727e91f2,b9995c4f4852a5fab811d79590075c01129c0bd9fcc910eba20ba44b8ed09917058c22a188f9795c8de2185e57913c84b34d086348aefe0fbfcc4c284dbb0393
Let's Pachinko Nante Gindama 1,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,38342a8286a6545a41dd5aa017a716ce,b0f46ec220e0336ee8ae44844c39f74f938f2586,007ef436d44d65ecea32779d635bc9977deb832476dcd943a7b494e722edbd52,94b9c950cdb6d874842b08cab605d032563a21c92edc4f8aafdcba2dc003e9314a0a47cc3674eae62c0cf9572664976c8d816fbba4128916314dcc8049559cf5
Let's Pachinko Nante Gindama 2,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,05dc318f6c260f3a5df7640a35e83fd8,ab579e9080e1a3ae90cd0f894e12a19fd7040daa,b0330a7403c06adcb8c2a46943a334d95763252d63dcf9a272a2e9f45d7f0f67,30beb7a9b06d966f5e9403aa847e59d0d9bf8f47a3a6e308cd20071c9d6f849a029801c03b946ed8b211319c71ea33c603d0c46b3e2cc1d477cad34238e4426a
Let's Pachinko Nante Gindama 3,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,db539cf7d21f8ca6d703004d6e6dc29a,e2d6fc213d49ce33fd7c3269dd348b2a72cd7537,efd8e117a99b0c92c339e2d3d640f5cd51883f33d97addaaec97fa22c1cab5bf,7653731360b7f1871496f44fed171810128c7f97663e8cdcc2fbab5911e8c2567a64c3ffcea12183da950db2aacaeaff29e8ded59da7cb69845164a2c2a21027
Let's Pachinko Nante Gindama 4,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,675e32640ecb2a95fde3cd819601aab0,5883b8e0e3409f78a1ae1d9e471ef4678cb23b88,d6087b505a3bdb5bcd83a0e3340c395cc57bc73f7cf67b5df060bced6c31cdc9,38f1a22e3ef458311cb1c7b17e8e5f6829fac3781614e5a5db9b94b1371eb9726d7aca7056f18e09392d558936d6fdf14ac53ce4d5c26b15f563729b426f88d0Logos Panic Goaisatsu BS Ban,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,004984ab9b18933d6eb8c5c42b66b45e,a36cdb6ca4a01eea4cd68568241cc82db7ba5cbc,ba226cb5fd93ea06cc7a98e4f92795f45774b7a73f42051e0fc5e9a4ca7d4ca5,a3531ad6ce12aecaec8eee6225e25059f581069978c8d26921eb0b4a3529451f15b206ab15edcfffc6944246f153acbba7ffeb269afee410e49741918e74e040
Lord Monarch,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,fa5a79f145fe3253aeb5199cc5b5de2a,0df17b3e6f0bdf5bb7cc81a379842711d8c2dd8a,47331fabd782e61ffafdf28eac134a88d0e4c377a87524e469291aef9c7f4254,8d8d612f71a6c95c3539ce66e611bbb8b97cceac695e11bcdc70380ce771634d7818552f17ee549bc6fa46ab71ff6385bbe2eb9494eb38495630de4f2efe28f8
Mario Paint: BS Ban,Japan,#players:1 #genre: #addon:online>satellaview #search:feature>mario #lang:ja,b7a3a52806804deb16dced42ca70b84f,a577620b938725ad578a997b095f974c156ec54a,34ee50274e804abdad591b77399655f914ed4e147a9ddd01747012885a1a2508,c05786dd8dca4602a9245141b34a17d632278f970d3c8399c99df682bac92c90df0af345b13fa763a32e307568875214f7731718509c075a51e92de80472e8fb
Mario Paint: Yūshō Naizō Ban,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,fb7adb28d74f2f1c56998d527b5be6bb,9007790195990a0495a68bc9bcecf5f5bcae50f8,59cbe4cfd6482434c596c61f2bfd8f7b5d6551aabd32c6118ad4186ba3d2372f,359d840b4708e957dcdd35c4d240da5beaea674f019061d297e92177a7e55e894857bdf8fa042b0849a637ab844cb50e7f80ca5eba1ee2fbe900b5220071d04d
Monopoly 2 BS: Red Cup,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,175ec5d5640ac79fd81e09cc3728ce88,9ee4160c3d6ffb0e5e3889dc442e9d3263a11c1e,fc2c626b6d2061914be7cc38c5ce899cab6f3a1ccb8cf8a96e6d841601b07c55,c19dde9c6db8484d66feb479632c5a54aea9a5763dd2e9130e35d4f961f397045bf02391328c289202561e19a9f23d3ed88ad583e802210bdd8ed353a5ae76ab
Monopoly 2 BS: Yellow Cup,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,ecb5522adf03785f3586cd05bdd857a3,11616e85ec1d7b3c31272f2076e56dfc97e4f3e4,f6a61eb0b5ebbd18e02412900f82d62cbf0a8585e8732f2ac8833562866c2b1f,e522e7128fc5b9ffc547a6d317141dd6275010951b32f90224783eac95136cce9131cb3ea3a559baa480010bebf1229b133faa70e8dd68fa5ca449bee1f52e38
New 3D Golf Simulation: Waialae no Kiseki,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,a49cbe7db2e8131f2da88be2777ab787,484f393a8455334861ecaf02b64fa99f0c9b6038,10509e3d463d8c21fe627fe9445aa6468024607c092e2ef05227b90d22750db7,abbac18e2923381533c1ec1e1596c127d02a7e28c96ae5070db8e7f3b174aa1da8a5516ecc8fe94250defba440bf94072c7194a0272ac4a8ea043446a7986e32
New Yatterman: Nandai Kandai Yajirobee,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,fa6dea2dc70e85e331ef2c33e5ee0fc7,7b3ae2980f4165da106ad6fc3fe58e840220cb5f,d1fdbbf85f37db20f214af813102da466c312b6955e0403ef7fb867433f94f98,11914feda588224167080031d2cec020bd0b82c09abf3fb423cea6bc1fb0e013778af0460a540cea5757c7a8002864db83f89b310188099d9d65dd3525ddfe89
Nichibutsu Mahjong: Mahjong Taikai@ニチブツマージャン 麻雀大会,nichibutsumahjong,Japan,,Nihon Bussan,Nintendo,#players:1 #genre:board>mahjong #addon:online>satellaview #lang:ja,620109f5e31f5793e0f55b683ea07c10,62e0a317efe57b7cd613a216c097a9cb7d12fe6e,97ce5645781dfb33835295ed3c6bd052d7ec73015339a51df7731c3a96bc9fa0,38b815bb5d84e7bfd5e03be168825df2dece91decc20dea0cd4d897ec53fea7c5c2bb56e148ccaa45a5f0a72abd1a467d342900ea1191667746b2e7458a56ec7
Nintama Rantarō 2,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,cf178cfb9351bcf8dafa94df0d35d2e6,ad0a6c4e1b731a6917f0f4bcb9aca2ddd631d153,d37ee54b368c6adbd47842085b69ba0e6146926ae0b7a3c064a138f8fec7cf12,71e74e1f9a0546a73ed93703410616b397ed95f84c1ccafd12889c4e2c48f2342e0be68072821491babd11dc151aa8ef97a184fe911f2637068c6ab6902a68c7
Panel de Pon: Event '98,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (1-11),4749a582c80c34ed8a2349d7ababce89,b42e90094e79f5ff50ce367e1e7648d2b3f8f2c1,01f9622249f1ff9ff24a7c8ffa9205657b2007476f64c3707416050874aad891,ef5b6f4a553a51bfcee487734dfa672a66d4c74412e2503a5b2bea6bb874844f01543fdf288e52f70c80a4bfa49e99570b23120515b45cf69af4e695632cb7de
Panel de Pon: Event '98,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (12-28),cb2aee8e56fa50bbc4e4d9a1494c4699,cfbefc41406679c8bc906da6ed9db16f46c6beff,8ce818a62953d32a7b8e2e99d0ea0a6b644c54e3beab3a5b588a01032cb611a2,aa895ce0760cbef3aeec547a950a514becb775ab5c0d23bbd6503c1d242add7330219c77c52888bde3cec4e13397c78019fe6bf8cc0dd0b4bbb10ac467e84d01
Panel de Pon: Event Version 2,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,7728d9d1d7a97dd09f9218e52bb544fc,864920c1b90b5048fab992c498dc19b07387a088,b51b68870b43357350de270abe86eacf766f5dd782ae2509903c46207131d1cc,80729778e58b72e456e1622a2bab4df2a45ac36a6ad45800bd6157d7eee89694ad94504cb38e994ce0b358faf1866dbfa40f2c50ddb81d657a4e917f7a5050d0
Radical Dreamers: Nusume Nai Hōseki,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (2-24),5d1c642c23d0bb113ace249a586f0689,a4ff257e0ca71a60a7d76ea49b0dbab770268a5f,3b3b8ea66eba1b3c29ee420835c6f6776421e7e5c724ac93ecebc7b109dd08aa,cef9421a67af9f61647c6feb6b880ba7f475fbc4c06ed2e05a71100c905aba9e604c5c36679dd94e3a19d94b4d3e864bb4823f1d985d40546de90d22b8f38fab
Radical Dreamers: Nusume Nai Hōseki,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (2-3),7a2c72f1798b5236b5ff8157722e50d0,61c981a683acb4016f2575c8aedc39959df6d223,e14557c986629c90cc68486aa007513e94229cd0513a2eca41a26f8139ce95fb,47de3d046cd9d483d85af1dea1e9d95f1397b8bb4fd8da1b5978e9805c75ef50db78b41ef0aa480c51c2f0f811212cf8156053a9dca0ef2954638e2de0c7ed66
Shanghai: Banri no Chōjō,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,2172e624fbb095c53e130221740c7b37,540796404ffa4a7c0fbcdc0fcf4b4ce0027096c1,0057f145f60fec7e1288e4579161b900855075f937081dbdf8c606a48cd0a220,b5c7b53bc9a377ebe735facd5e887d93b892b81c37127dc7fa2de66ecc2818a757535e458fa4db41dc53d086056a6f898dd7e8287d9cf55ad7f81350406a5050
Same Game Koma Editor@さめがめ コマエディター,Same Game Koma Editor 4@さめがめ コマエディター4,samegamekomaeditor,Japan,1996-04-22,Hudson,Nintendo,#players:1 #genre:puzzle #addon:online>satellaview:lockon>samegame #lang:ja,0c7e0d4f3ad151a6063249965eeb9069,c034c016726d51ce5f8675cc97731c9f3b48ddba,4139781b41590c1a5443ed1fbf3ca22b483fc695a5035b3051693d654b02c9aa,99bb40105a911e4ae502decc460944eef8939927f2ed85ebe7b70041dff3578c9d7fb8e6acbff840410c74844dc4ef83a136c4440efed5decc56a1fbab686b52
Sonic Blast Man,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,d04ac13d3cec2842635351db750a8497,e8411f5e0ea2b2922416710c9b463023fe1e5f39,c0f0b4c5706d445de203591577be0b165d20d8c2f52ff3fc8bf68e325e0145fe,4441b26ddc0fb1bd25fb7e9cb3a205a6e6d4830dc64f93a73880d4fd79727803efdffebdac94b4c01776ad30bad4df8823a90cf5ac379cf3cca55eeee94a5459
Special Tee Shot,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,05ab2908f7e96fb6681727ddc129b4e1,793ed0b1c9f72535749501d7b0de396a10e67a44,6de66471398b91ac2dc4dae3d656f9913346d317ebd8bf3fc8778ed8035412ad,957fc2eca1dc3c14ab5c0c32dc22f5f7ab3e0fee9db24adcef8b3fc60a20456a10ebafe281ff32c388c305b715e05c8efbeb2f6124eb88bf74f4c3ab75b269d7
Star Soldier: 2 Minute Mode,Japan,#players:1 #genre: #addon:online>satellaview #lang:en,972c865f8c3db09137cb4b526855b305,8136cdfe7bc5c003ba2bf4e72688fcfeedc3d1d6,d1e8576d0b14dc015efcb65204f3f4ff7fb7dd4b7a21dfee10ddeeb5e3e22ca0,73a7119db96509abbd5c56e741d0e910e4260ae97b5c1532bb1b42e833aff802561bbfb09d6bce34297877b9dab672cbda0fa075b42d3c7757f2e3462e662d9d
Super Aleste,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,13dc1d8ac79de1a359c857e3c584c340,36721f15cf9e2a65aada7353d12d5246e245ebb2,9e8d92f486ec10609a83e7bff6337d61953ec0cea53919c9a790f82ea624e440,923509179eb44ed32e13539085ee4da9be2488a4d3de44ba8824cf43325cf069238f81b37ae2a5c7257869a1b88137ecf500c3b627177bfdebb2bd775ffe682b
Super Bomber Man,Japan,#players:1 #genre: #addon:online>satellaview #lang:en,98dbe4302ec7a782aa657c5e1b0234cf,1dcea52ea7e358c9d8b628b6f7f352c8e96daa61,373b1c16007bd83cb3606b11c832169b46142fd6dc85ecaf9e606d49069bc97b,478d3a3ab8fa9663cf814c1d779885b69c19324f431db243367721c0bd2b61abeb3128932b295e122f9df5c3ab9a976d57416e70996eac940212880bbe196a6f
Super Bomber Man 2,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,791bd8bf2645d7c0b95cb541949810aa,9fc6d3df4c35f1a1ee1e1c825ad76e07126c383a,0da574f1d9f75c627efe1c4778ea64a306b6472e35c93078a46330a85f6a8f8b,135b27581b9ee15f076f4b248b1ec0ca05a64f984fa7735164d6e5bead8a681d1eb809d2c60a812e6ad1efd51e8d851b367c184805f13375cabcd7766eb1b7d7
Super E.D.F.,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,ab09f131dc565a9f2d4258cf52f27d2e,5301ae75b3707df9c60e4c7b1a2e6b90bece1e6e,f0222e946d8de4123f3922d2a44a6bcdba87b1e1ac99bb261532c4a9b6944780,19541e34448d1ec8a2a7ca2d40a36c55b6bccd78841a3f7e7b3e8bedebff839e0ebd80ea9bbb2c685b7ebdb01f7134c9b7d3497766b1fb3bffa80e48acfc0885
Super Famicom Wars BS Ban: Hagoromo-jima,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,2feb241618bb96a65ddd25b4f9dd675a,26c63f37ca75a250ee1f03cdb4dc1e4addb9ad95,98d969de0d4a285dc601baff7fc1c89b9ce00dc69ce032d61ab7d83cbbcf0cf6,6d911db0c21fcb7798e6b7fcaf1408404216b01ed9fb0168bb7f5c730cd13dc41c5eb706002938ad32c45096f2448921e6d79096d747933e81852812fd006937
Super Famicom Wars BS Ban: Tsukinowa-jima,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,d65a73ad8ddc97a47fdaf7437a083e0c,cc358a40de93a8cc10a5eae45e21e2e832b59bc0,d69e3ac0cf85ffa0ac0782dc4ccd21705d0c8dfb712b82fed2fcb2715777157d,89167a7f7083a2bed3b20147cf1c82be9531c2eae8708cd9bf6828cd547d0e51c9c052340627a7262d2d28483be52ba7e92f82446b6d57fc59df9d87686ad1d0
Super Fire Pro Wrestling,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,85c9dfdc301c4d98d34ada1027533c19,1ff3eb2cc71abd5a0f00f6ddae24f494273adf28,a3266b65842815e0fa5a4d78cec26a2ebd90b8498e1c9653272cdd114682be95,34e66e66b8ecbaa82f8b810999478242ef4975a3e57a5f1c1a3405808249ea9cb988cd1c7d6fef7ef6d251c4476c235b49ef0504cee46d6324cfbb9bf29309ce
Super Formation Soccer,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,3471535b39c71b929fe010911036ad93,c78b2f0212da88eb7cc8c7ce8d182e0d634cb711,a8aad99e7d804c682f0fb8960288d6cc1cf85d5372d525a5d59edc99468cbfc9,136542b384078b65d88c40708e4685bd4564709e544c488544e1bb09d35c3290f01d73f1885adc772ccfe1a0a99b501e5ea2e2590952658398a99568333f5c5b
Super Mahjong Taikai,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,29d76b82089fa89de49b7f7bfeefa563,72d35b76a7f59532231a7a15fafb935b981e1de2,5f638efb805caad5358337fb8faecb3008839a658a850ed58dda9f195824fdfd,0052bc0491b5c29ce1ac065b4e4dc78bb2fc99d44152be89a2bc5e4431b6a4e6e22c13f2551cd2ba65d812d3bf6345d87b5dc37b100f8a2b2bbce012a6aba2c4
Super Nazo Puyo: Rulue no Roux,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,9b1f1436be089d3266161f5e1a516cbf,a013f8453c7dbfd228d592340c08161f019d15bd,9d887a87e53a19c52094dde82ace98a72f6b240a645bba6ea4f9bffd73ea0aa2,18059fb4edd589da44e9764e52f36e4de266fcedf55740bddf295bae4d14192059c6fe55e814e2af753bc76d9dbcf2c4a2f0d666b4c46b987fa108b17583da21
Super Nazo Puyo Tsū: Rulue no Tetsuwan Hanjōki,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,17c1a13a18127e7ede1451c473bb4efb,116262e008ce5416d48a6a9ffe6d353d3659e608,f9e1f44c24593273175fdd5fd8b554d722a6e2bca5c401ce4f7103889f4dd16b,f31e39b367e516f2291c65a8435db912207e568357ee1b6c66f59d60f10db4faeff83673fd1186074bc7e069cb878ea132d61d1a4c1b25f799391e12604f4c1e
Super Ninja-kun,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,af7582ecc80e950295d5a9f3fb8ecc48,4db1c6d6822ea88bbbf8da80d5b27ac4e10659ed,950bf90ae7942fed6fbdb8dd402156256e7d934d7967377e6c86437e9adbfb5e,deae3ca77f7a62b8462cf5ae047ec455988b45c2ac9fcb0641b3a2b956bd119848db2a0814c63ba9e2fbb2f67271a515d6e2aeb57ea898c025594c436e076507
Super Puyo Puyo,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,5de25996b7690cab8531e5c10f3fd6d9,3a67fa1978973b7dc2e8926c3938a0e976418d6f,b8e4ffa9da2d902a58c8f5e59b3674bc0ec4050780a96918897d46f787470954,b20c8cf85fc15e537d9bc146a706d3a3f85fa28c70c52e0eb6bce4dc06fd9b0caac1fd0c8735c0ab44fa9e619ee5579d2933838b345482588c44b1e2f399ddd0
Super Puyo Puyo Tsū BS Ban,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,2de583aa9248f3d3e9d12e307df85b79,2fa77c709294da3a0ae5a918a574b49302a0bf17,13b664d2f8bedc5d212f865dc69074f94d8afe9408a5e1e4d000f54558d99fe0,891c22e4837a30b19536f11196b8561fff9aa5acf5b82aeab8762778d25c63621137536df6fa0eb38a13c2088c9e780a339cb23f3fa429e7a51f02aaeb01e537
Super Puyo Puyo Tsū Remix,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,169828d7d34bd46fc720d81b233dae3f,a33d7dd85c0b79865c6c77a6b49694b67614488e,6d4f7d3c0fa7a92243fa9079beaa61dbbb93f52791c3b9eabc26acf3814bbbba,141371e517e83da10286320261e9b889a79666e2639a20f9f4696766b9896f725cc7c41ea6aaec223f0d62b210c24c683a679c4bbdef32b4538b0bef64be9ff4
Super Sōkoban,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,a3d0752c5cc8a931a4d2170095dc1da1,d0916a534229f6ede30599b8b646bf6ea738aa2a,d66af8b62c8884cff767ff3d49a0470e5c83e14ad674474a5b42cc7375aa55c2,c8626efad94b8ce0ef462846f41f42ed2aa5dbc3bcca241bf61116e0f689380160d1b3677d341e5e315835a017087ef70c7f9a8aad95eb6b25eee91ed4423747
Super Tsumeshōgi 1000,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,b506b22863043424dc00aa547541ab7f,76a5428a5a59849004c0b0f8bec1d6027e097e4a,5776a45dbc5db5ccab290314eaa59cdde97792b20d2c66de1ef1b4a0200ef370,13fd4b38a9f7c1c2fca1ea7074099dce696cf23d2b31c57432afa7fdeecca1c7b760ecb6b4e22343952b673885375dc6b029fc606b6ddacfb2bf24c96a1853a7
Super Volley II,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (11-3),93d25b4f1ee965f4b5d3ba725b9a94a5,d293af5439b0d569a75e27aa9c0dcf03e561a31b,9af17952e0e12a5edb890ab51ae6346298456efef0564e1cfbdb62c31fb63e85,f714f1fa729eddd362f29e629aed014fd287c3d3caa5a1073222364dc5f0eb87952a4dc749eacea611f0652b9c89d4b4f5e2841d92846013aa20b4321f9f6cc5
Super Volley II,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (12-10),a2c6c504a1d13d17f843ca4799871f3c,de8b00eeeeacf56f63c3c9d0b9de154b7b288918,ba4ee515ad6f1a7bf6dbea49d57589e2c63766901e757989c0d301c214573261,08722e757091c7441e36c57dc83b7d89bf7d1c2d91fb69358b078987b0d275d9031a951d3e6a8d8d3e97e8d17dbbf3609d3085d64b0987c09d7ce39a531fd8eb
Sutte Hakkun: 98 Fuyu Event Version,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,b5f98a3cf4f345f948cc8db8d2eb77cb,981cf670ce034e604fcec5977f7f8f1356e28602,4962207471cb47fff26db270760e42fb7ac3e266d74f8230c89b05f9c90911d3,8f4f85bd758eaeba2a1c8f46d9446f566c729fe1c8469da2a91f6d2e6713d00785e7ce917a1f59356e7d2b1fe078aacf464238202b9c7c576443aeac7aff29d1
Sutte Hakkun: BS Version 2,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (10-8),1136d148d235662d4f5fe5169b2c6bdb,a04e1fb9a98fa32147700a1d870c50394ee28d53,76f7aedeccdea4a142e86119ec6c4dde9ec2833d9981029464d2d93b0b483dea,b0a2814b080a30a47cbfa82bda01f1c43f7251d45421dd07583666a4f61ce885a332236c35ec5857a94d2e478d1f6f4cc08f51b3c703b2a162149825acecda42
Sutte Hakkun: BS Version 2,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (6-3),ecabe007d8b86a546e92b3a910d1c570,883fc0ab790427b565ac5b735b278af6dd12d12c,1f3dcd39a4fe3658efc8c9163a4a47484595c76f27bd882496c0d2b1d244acec,8c320e5a20c0d6961014268cdc4796b7ec4fdb5b75647be76f6a0f7029e54334cfe4558b6763d056a9a1a93f6e40be3f29d740ac1a0aef1c1f4af64d90d91a18
Sutte Hakkun: Event Version,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,26603b9ca7a789ead6894262f5714ab4,6b0f6932b8761bf6e0c816ca9f782bd793a22c38,94ce952c4775cec5fa66424d73b6663e37e3f32648cd1aab2be865e219109457,2f16996e1c52f9f80ed63d877b038239f99de00277afbb92d672fdebdf79848dfdc9e0d7d839617a5a0beecc5fa813c3d785c4fb4e4acb9f195e9eb328489ad1
Table Game Daisyugo!! Shōgi Mahjong Hanafuda,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,b7bb06a4e57af668a80e48d23bc186f3,00ddbd9471f9b22b927a2361c672d7e4081fb69d,c1dc1d21c7348c829ea74ed542a4a99b5c2e76119a125d2b5a999aa484786815,85a8d0d0d93d6eaca13f155cb9a0ed62918c0a7826381405cbfbd4b53bd140839c077142a8e45eba16d3b7ccde1eb08df94295ac7feaacc7f40fbde493e469bd
Tamori no Picross (8-13) + Bakushow Mondai no Hōkago Ōsama: Kayōbi,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja,7a165aae06e675eb9a569bd1935b4816,184a8671a9d6790b351f22178d5a47c37d57a9ad,54bd561e9c2cfe79e2aede982d503ab501cf2ba1a45ecbb578736c708668cb55,870b0ee94c531f6cff720319d5375606f93e1cdbf1b5a26974e161c9bbe1a0096a40795473615c06f04c2c81123f363ba0584cd4f347bf1500622e359bb26161
Tamori no Picross,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (6-13),62b340f9783472a2734c5bc4ddcfd724,e54b775390792ec42ba7caa7bdf6e20a2bb065a0,511c7b25303339df87dd86211f3529591adc77a54b222d236525743f5dd539ac,d59892a2f50bbcc23a7d79939127599369b2b39f0b3344faa75c581ee79e415a151e76ec6a4d4ecbeff76ef61d7252177d3f16c973a02f345183a97dd974618e
Tamori no Picross,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (6-26),9f778366e16e46ed0906c90de76a61f2,9667e997e614f445f2ba421c1bc0693752d595dc,af83b73f5681316020352f4459062f30cc64d9cdeb4418a0a8a8af7cb878f73d,d4a91b1b3c86c2a6aa7397fe709c06d28389fb79fad8018c69cffdb8973b9f070eae6a4831bc968eaa2be2b7acec410fc52a8e5a57f0df7b46902d634d851145
Tamori no Picross,Japan,#players:1 #genre: #addon:online>satellaview #lang:ja (8-13),16c01d30d842496fd8cec31c48cdabff,32b430bf0750e03da43240c8e91692e4eda54ec0,0ca0db404a1c4f35680c51458a48f4028c2098032fd079353e140bcbb0c0b79f,2e4f57fa9487ec213a43b8e192ac82e357ce4f9e626e96f6ba90e4a0e5ea79ce7e84b31a2e392e4293cb345541e2382ced199c17b02c41f2c3625f52cd65f039
