Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Mario Bros.,=,Mario Bros.,=,mariobrothers,USA,1983,Nintendo/Intelligent Systems,,#input:joystick>2h:buttons>1 #players:2:coop #genre:action>platformer #arcadeboard:tecfri>ambush #search:feature>mario #lang:en #set:1 #unlicensed:bootleg #mamerom:mario>mariobl,0841fb549d2ba5bed02001f15b597662,972297640fb6d662693da819a1f6cc27d9107228,d392d6d94ae17249788261b40cfe7e67e5995b4a5081a143e096eeca41f5f875,d30a25aebd57d453cfcac41eea443a62ff1519f294d1a46ce10fc0f2b349c1e3d406c08998ea73e461e338dc9eb6625fd0bf45140e1add108c36024e2699a1d8
Mario Bros.,=,Mario Bros.,=,mariobrothers,USA,1983,Nintendo/Intelligent Systems,,#input:joystick>2h:buttons>1 #players:2:coop #genre:action>platformer #arcadeboard:tecfri>ambush #search:feature>mario #lang:en #set:2 #unlicensed:bootleg #mamerom:mario>mariobla,0841fb549d2ba5bed02001f15b597662,972297640fb6d662693da819a1f6cc27d9107228,d392d6d94ae17249788261b40cfe7e67e5995b4a5081a143e096eeca41f5f875,d30a25aebd57d453cfcac41eea443a62ff1519f294d1a46ce10fc0f2b349c1e3d406c08998ea73e461e338dc9eb6625fd0bf45140e1add108c36024e2699a1d8
Mario Bros.,=,Mario Bros.,=,mariobrothers,USA,1986,Nintendo/Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:2:coop #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #search:feature>mario #lang:en #mameparent #mamerom:pc_mario,163060959d51d057eb827707e7fb05fd,6ad15423ab2fa1df30d8c7c17fb843b172ebeef8,115d8d832def91edbcaa43f9d26f4080aa7d4c2037309b29e0bc47ffa0a00444,3f0cb9fd3df370bd847212ba2ac86a7a09352390f7620de4031f94ce4cd9db4b51e03ea26a540cd2c1819d10a30124e7e1b97b3ec62074cd21fbc9f3f3b9fd00
Mario's Open Golf,=,Mario's Open Golf,=,marioopengolf,USA,1992,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:nintendo>pc10 #port:nintendo>disksystem #search:feature>mario #lang:en #mameparent #mamerom:pc_moglf,b0d1388b4dd02e95037b67c0ef6fd7d5,2730716b4a89daa23747ab618a1709acae456953,ae50c6ead472e5130b94a8585202ac90491a28fd354ba360ddf9e506aa486ba7,821cac9de29e213b0a34c8930cbbfc34cf4cfe8aabd2167889260d30b57bfb7b9470865371507a126766c8fc1d002ba3ad9c7aa610431e280c43ed200673a0c5
Masao,=,(Masao),=,mariobrothers,USA,1983,Nintendo/Intelligent Systems,,#input:joystick>2h:buttons>1 #players:2:coop #genre:action>platformer #arcadeboard:nintendo #search:feature>mario #lang:en #unlicensed:hack #mamerom:mario>mariof,0841fb549d2ba5bed02001f15b597662,972297640fb6d662693da819a1f6cc27d9107228,d392d6d94ae17249788261b40cfe7e67e5995b4a5081a143e096eeca41f5f875,d30a25aebd57d453cfcac41eea443a62ff1519f294d1a46ce10fc0f2b349c1e3d406c08998ea73e461e338dc9eb6625fd0bf45140e1add108c36024e2699a1d8
Mega Man 3,=,Mega Man 3,=,rockman3drwilynosaigo,USA,1990,CAPCOM,CAPCOM,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #save:password #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_mman3,127be2dd6cdc8af8e60cfc93c229cde1,4d78ef3c6d3cf82bfdb8bbd2ec8f7ce8beeb50db,9f9db883eb88c4e2412854b0822869c4493f132413b7b50b87028a10879aa947,a58b4cd1e251232f9998c02b0768420d5973a8df813ff52990a58ee20e04740a8620470a2f458328e1d31a4feabb5f533613da8250ce75fee6d8792ad8d5d9d6
Metroid,=,Metroid,=,metroid,USA,1986,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer>metroidvania #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_mtoid,f531b0ec54f12814143089879433835f,7210055dd2dbd6454d795898caeead2253dfbd2c,6d3e064334b52152c1d26b9ed84afc21f7c5a68c8957df42d96dea02067dce25,d33b759e04464abf30719689e347c0bb28fd046a2a3d9008c1724f66d7b05d9474a2100233ff39330d4eb1d5c0bba69d43190d3cfb68971014eb18df9650dc22
Pest Place,=,(Pest Place),=,mariobrothers,USA,1983,Nintendo/Intelligent Systems,,#input:joystick>4:buttons>1 #players:2:coop #genre:action>platformer #arcadeboard:nintendo #search:feature>mario #lang:en #unlicensed:hack #mamerom:mario>pestplce,0841fb549d2ba5bed02001f15b597662,972297640fb6d662693da819a1f6cc27d9107228,d392d6d94ae17249788261b40cfe7e67e5995b4a5081a143e096eeca41f5f875,d30a25aebd57d453cfcac41eea443a62ff1519f294d1a46ce10fc0f2b349c1e3d406c08998ea73e461e338dc9eb6625fd0bf45140e1add108c36024e2699a1d8
Mike Tyson's Punch-Out!!,=,Mike Tyson's Punch-Out!!,=,punchoutfc,USA,1987,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:sports>boxing #arcadeboard:nintendo>pc10 #search:feature>mario:keyword>endorsed #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_miket,a772ee98a734df974e0306d4083bdd14,8b184501dd4952c1cc4d0a1661bb0b4b9ae56b8c,27480980aff67a1e188b0b7678c93e8ca0e9e59fdb2d8230deaee8f4a46e375e,951c5f92dd43e57ab10cf4de69f82ca09f1c849e135814249e68d77ef9ff820c3fb8d0a4264254c1ae0d6eb9e11012bf329356e83ec265fc7f8f9c23af762a76
(Monkey Magic),=,Monkey Magic,Monkey Magic モンキーマジック,monkeymagic,Japan,1979-12,Nintendo,Nintendo,#input:paddle #players:2:alt #genre:action>blockbreaker #arcadeboard:nintendo #search:tate>cw #lang:en #mameparent #mamerom:mmagic,24d2a9e334e8ce671a9d9bdf82dfd94e,641da8d8f4ca2470b4ca6d9d2f10e6a0b84199c7,e3a11c2df5482665e865d4565f4794fb2e7d0ebaa792c9fb10d23bcaaa729508,2319435b8741440813c152799d2568e44c8cec9027861a42e9f89d722cdd0c41bde7689dc36198ac17006072fdbfb79a144d741793a8c086329c5958d92b3c97
NCAA Basketball,=,NCAA Basketball,=,ncaabasketball,USA,1992,Sculptured,Nintendo,#input:joystick>8:buttons>6 #players:2:vs #genre:sports>basketball #arcadeboard:nintendo>nss #search:keyword>official #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_ncaa,d2c786886c8586443a6305468d6016d8,1d3321564fa0cbbc26c2ac6aad23c0e7c00d8701,d1d73fa621a46758371a125f8b38373b47e26179a557504d0f91820f55181b9b,b7fa8eeccd704cb30c04ee5f42b24b2551800f3c98983771b5481c3357ce5760c3e244c75f1f2f53618c62af752d3988a2b44d9797489cebb981f22c071b2b81
Ninja Gaiden,Ninja 外伝 Gaiden,Ninja Gaiden,=,ninjaryuukendenfc,USA,1989,Tecmo,Tecmo,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_ngaid,c3dce1d685eb6495ade355aeee98663c,f559b0fdd1e3186fcb5d9761c1d325bc53f349b6,f4b1b89df0725d17c24a72e8be447bea4016e23244d0c20f197146e03683c39d,aa4c11a3f6092852fcad602b36e5106c53949cb6b305c3baafdeef9c6e96b2eed61fc610267aa15f1c2d1c9ced414b1f0245dd25f3947f80263dbcf04cf5df5a
Ninja Gaiden: Episode II: The Dark Sword of Chaos,Ninja 外伝 Gaiden: Episode II: The Dark Sword of Chaos,Ninja Gaiden II,=,ninjaryuukenden2ankokunojashinken,USA,1990,Tecmo,Tecmo,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_ngai2,2a8bc624c97c1734e14ffc2b3f24f2b7,ebeac3ec788f34d6b5b0dd0258f741cf4492caf1,9e2948afe522f0b8c28349a60004dca2c981731fe18e6215f6009d89c5c28d91,87665cadd0d7fc9374951f390e0101da2efce3b11aae04c6606c2946833369cc7ff60e6e1145fa1bc7eb5214f27801f07be18efb06e1f87dc648194a4818cef6
Ninja Gaiden: Episode III: The Ancient Ship of Doom,Ninja 外伝 Gaiden: Episode III: The Ancient Ship of Doom,Ninja Gaiden III,=,ninjaryuukenden3yominohakobune,USA,1991,Tecmo,Tecmo,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_ngai3,ba925dfb0b14513d9162725355250b33,5baf3328ab81165959ecdc3d85af987cf74b1db0,3fa4ae2829dbd2298ca3cf49cdc91ba3b649c0a8d14e248b9ade2771491155a2,dbcf21dc50ed8dc61bc28163b41d90c2ce8b0ec98665841ce6ab23fb5a2ac52e37d51376c403070eb0e499c425235f95cf21aff24ca3788ba8e6feccb6008820
Ninja Jajamaru-kun,忍者じゃじゃ丸くん,Ninja Jajamaru-kun,忍者じゃじゃ丸くん,ninjajajamarukun,Japan,1986-04,TOSE,Jaleco,#input:joystick>8:buttons>2 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:jajamaru,4cc9e580ecf4af5f82c5b8778ada83dc,89809aac3f2fe009a16e619ca506e992eef8dbe1,7888e16f20b566f863323c4d367a6648f2b4c238e62c4dc548196c5b86ee2302,8e5b6208fab931fe00608cd7430ffba924c6ab9f84cb760427ff1a623855866f563893359eeaa148258b030e0501cf3388264d3a82999adffe83c73365839197
Nintendo World Cup,=,Nintendo World Cup,=,nekketsukoukoudodgeballbusoccerhen,USA,1990,Technōs,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>soccer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_wcup,5d8b24eac9135af451dc8517680276c8,d35c8cf61b88a7dbb7cc815740d730328cbf5135,c15d3d34bf96e3bdf6aa1e03f97a93f0f89f816e596449a0945adc74b41133ed,92e3c8e5970b238ec8e8de3a87f932d22e94f5746ab858c0ffe610f7c1d6dead99e124466c17e7c1c258cbc537c8ec4c6dc031febee7e690df76bd285b1410b8
Platoon,=,VS. Platoon,=,platoon,USA,1988-11,Sunsoft,Sunsoft,#input:joystick>8:buttons>2 #players:1 #genre:action>runandgun:shooting>gallery #arcadeboard:nintendo>vssystem #based:movie #port:commodore>c64:nintendo>famicom #lang:en #mameparent #mamerom:platoon,dc0c89de8fb77a2c674c564414fe9094,05de78652c3d7a36b659fb8c83be0dc05573acca,b882af4d68b16fa5dd7e52479e2571d868a2334179d39cd7b8ab079b18e5349e,bf73b142be93c81571af7d79bca9594ed244bab8554def27a93026b06ba281d5709a111b41ad570018f7a70857ec168d8cb49a2e14a6768b929384070b8e94af
Pinball,=,VS. Pinball,=,pinball,Japan,1984-07-26,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:parlor>pinball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:vspinbal>vspinbalj,dd16001f3f3aa5cf35356b7b9586dc1e,f9e05fb3ce8f664b9a9ff32c6d16b8b16eaadeb5,09113083c4880cbe1dd96a2a2874eeb2d32ff374625c1ffbe750efd2e2577935,0182d4a5846f1fdd896cbd204c459b247d77e6982e64716c9813becc0073b4c66fc7f934d6a6a73a7fcaede21c34518b416dcf24d08c26a72906b28976e3e80d
Pinball,=,VS. Pinball,=,pinball,USA,1984-10,Nintendo,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:parlor>pinball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:vspinbal,dd16001f3f3aa5cf35356b7b9586dc1e,f9e05fb3ce8f664b9a9ff32c6d16b8b16eaadeb5,09113083c4880cbe1dd96a2a2874eeb2d32ff374625c1ffbe750efd2e2577935,0182d4a5846f1fdd896cbd204c459b247d77e6982e64716c9813becc0073b4c66fc7f934d6a6a73a7fcaede21c34518b416dcf24d08c26a72906b28976e3e80d
Pin・Bot,=,Pin Bot,=,pinbot,USA,1988,Rare,Nintendo,#input:joystick>8:buttons>2 #players:4:alt #genre:parlor>pinball #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_pinbt,685c887dda14e03d8b18d7b7be581416,430ba735b757516d32152b5ba484c5772a6f3210,41b4f2ea5726032a4aa424a5ba547e1bb644250ade9e880aeb9939319fad98eb,4835f8e5f58432b498219b123fc61a8667b8d0506727cb7d0dc030b0e1b883869d4dfbc814679d4b0141dfb155f9c971fc2970bf2db44dd8ee21cf9a45ef49ca
Popeye,=,Popeye,=,popeye,USA,1982-11-18,Nintendo/Ikegami,Nintendo,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #rev:d #mameparent #mamerom:popeye,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye (Not Protected),=,Popeye,=,popeye,USA,1982,Nintendo/Ikegami,Nintendo,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #rev:d #mamerom:popeye>popeyeu,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye,=,Popeye,=,popeye,USA,1982,Nintendo/Ikegami,Nintendo,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #rev:f #mamerom:popeye>popeyef,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye,=,Popeye,=,popeye,Japan,1982-12,Nintendo/Ikegami,Nintendo,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #mamerom:popeye>popeyejo,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye,=,Popeye,=,popeye,Japan,1982-12,Nintendo/Ikegami,Nintendo,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #mamerom:popeye>popeyej,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye (High Score Kit),=,(Popeye: High Score Kit),=,popeye,World,,Nintendo/Ikegami,Braze,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #unlicensed:hack #mamerom:popeye>popeyej,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye,=,Popeye,=,popeye,USA,,Nintendo/Ikegami,,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #unlicensed:bootleg #set:1 #mamerom:popeye>popeyebl,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye,=,Popeye,=,popeye,USA,,Nintendo/Ikegami,,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #unlicensed:bootleg #set:2 #mamerom:popeye>popeyeb2,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Popeye,=,Popeye,=,popeye,USA,,Nintendo/Ikegami,,#input:joystick>4:buttons>1 #players:2:alt #genre:action>platformer #arcadeboard:nintendo #based #lang:en #unlicensed:bootleg #set:3 #mamerom:popeye>popeyeb3,df8597926345e5b2b15659ac9522a141,758741fa2e0f23fa79c0ddfa4eb91953f884afc5,4e1148844c61049083660becf9fa09b9dd200b172b32b7452e27ef021e674b7f,1333c41a5985087a5e6b6e26b900ad307d135085806eeb30f47c4eb56eb7b09fba4fadfe1ae039f64b37dd6af639e145c9dd91678d5f9a82de33f30f48ba081f
Power Blade,=,Power Blade,=,powerblazer,USA,1991,Natsume,Taito,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_pwbld,d8bf4015e95ffaa263eeb29f66c46cef,d839120aaa81a8fe5824a56e08b3c5da502405ea,1a32a11900c6730678bb6ed8137f2c6c451ff234229095958e249df0b96241ad,af3911d0acef4f6b8040141f2bb5afb8810b5f847748523c9301dd89dd516e8d27ae7dfb5a0aeba8414b88bea49dd0c5f3693927b889a567e21e8091387bc53a
Pro Wrestling,=,Pro Wrestling,=,prowres,USA,1987,Human,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:fighting:sports>wrestling #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_pwrst,7ecdb2561001c2fccd55ff2295d80eb7,55e4cbd3450a15d44809e5d9108ba9f46a913ffd,3934b4fe5eeaf010ea0fea1b6da47a52be7cdcec9c6d8c6f4145be4ec164dec9,eb67682e558bf1ea6f2d67e175c59d149c4973ff1810f24797dd0de76b92cddd66eb73f60d874d523724d363d9f4a70bacb892ad89bfa66a0d6233446cd67bfa
Pro Yakyū: Family Stadium,プロ野球ファミリースタジア,Pro Yakyū: Family Stadium,プロ野球ファミリースタジア,proyakyuufamilystadium,Japan,1986-12,NAMCO,NAMCO,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:ja,,,,
Pro Yakyū: Family Stadium '87,プロ野球ファミリースタジア '87,Pro Yakyū: Family Stadium '87,プロ野球ファミリースタジア '87,proyakyuufamilystadium87,Japan,1987-12,NAMCO,NAMCO,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:ja,,,,
Pro Yakyū: Family Stadium '88,プロ野球ファミリースタジア '88,Pro Yakyū: Family Stadium '88,プロ野球ファミリースタジア '88,proyakyuufamilystadium88,Japan,1988-12,NAMCO,NAMCO,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:ja,,,,
Punch-Out!!,=,Punch-Out!!,Punch-Out!! パンチアウト!!,punchout,Japan,1984-02,Nintendo,Nintendo,#input:joystick>4:buttons>3 #players:1 #genre:fighting:sports>boxing #arcadeboard:nintendo #search:feature>mario #lang:en #mamerom:punchout>punchoutj,e4e6bc559cc54389a97c1473ba1ec34c,043bf55a3ce9901a3a815dafce9363c85783ac93,9fdee75d03f361a9ee5b482c5261c53eba1da9c90c1223427ffc3f5351656415,61962833845d5e8cb82c8fe6d517dfa2f77a2078710eee3b07e7435cd184ab93dd9b8659aca13d47ceaecf6ca29ca37fae8619db80278e6d57ec6665ffed82ba
Punch-Out!!,=,Punch-Out!!,=,punchout,USA,1984,Nintendo,Nintendo,#input:joystick>4:buttons>3 #players:1 #genre:fighting:sports>boxing #arcadeboard:nintendo #search:feature>mario #lang:en #rev:a #mamerom:punchout>punchouta,e4e6bc559cc54389a97c1473ba1ec34c,043bf55a3ce9901a3a815dafce9363c85783ac93,9fdee75d03f361a9ee5b482c5261c53eba1da9c90c1223427ffc3f5351656415,61962833845d5e8cb82c8fe6d517dfa2f77a2078710eee3b07e7435cd184ab93dd9b8659aca13d47ceaecf6ca29ca37fae8619db80278e6d57ec6665ffed82ba
Punch-Out!!,=,Punch-Out!!,=,punchout,USA,1984,Nintendo,Nintendo,#input:joystick>4:buttons>3 #players:1 #genre:fighting:sports>boxing #arcadeboard:nintendo #search:feature>mario #lang:en #rev:b #mameparent #mamerom:punchout,e4e6bc559cc54389a97c1473ba1ec34c,043bf55a3ce9901a3a815dafce9363c85783ac93,9fdee75d03f361a9ee5b482c5261c53eba1da9c90c1223427ffc3f5351656415,61962833845d5e8cb82c8fe6d517dfa2f77a2078710eee3b07e7435cd184ab93dd9b8659aca13d47ceaecf6ca29ca37fae8619db80278e6d57ec6665ffed82ba
Punch-Out!!,=,Punch-Out!!,=,punchout,Italy,1984,Nintendo,,#input:joystick>4:buttons>3 #players:1 #genre:fighting:sports>boxing #arcadeboard:nintendo #search:feature>mario #lang:en #unlicensed:bootleg #mamerom:punchout>punchita,e4e6bc559cc54389a97c1473ba1ec34c,043bf55a3ce9901a3a815dafce9363c85783ac93,9fdee75d03f361a9ee5b482c5261c53eba1da9c90c1223427ffc3f5351656415,61962833845d5e8cb82c8fe6d517dfa2f77a2078710eee3b07e7435cd184ab93dd9b8659aca13d47ceaecf6ca29ca37fae8619db80278e6d57ec6665ffed82ba
R.B.I. Baseball,Atari R.B.I. Baseball,VS. R.B.I. Atari Baseball,=,proyakyuufamilystadium,USA,1987-09,NAMCO,Atari,#players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #search:keyword>official #set:1 #lang:en #mameparent #mameron:rbibb,e62f2bbbee70c6029328b556f623fd94,d9ec8d91f3aa8212a6aeb4fbe2eeefe19d69bd09,7bf6d55bda30a130b47c615f8ab2fccf58d159900ecaa366886c342c166380a7,ba173bc50322ec8946975ed86e980d057a06c93ab227dfa5ced0e7a349c95a7b84b5ff8860b546da66070050733fc8897149d1bbb780d11fdd6f00ea593271dd
R.B.I. Baseball,Atari R.B.I. Baseball,VS. R.B.I. Atari Baseball,=,proyakyuufamilystadium,USA,1987,NAMCO,Atari,#players:2:vs #genre:sports>baseball #arcadeboard:nintendo>vssystem #search:keyword>official #set:2 #lang:en #mameron:rbibb>rbibba,e62f2bbbee70c6029328b556f623fd94,d9ec8d91f3aa8212a6aeb4fbe2eeefe19d69bd09,7bf6d55bda30a130b47c615f8ab2fccf58d159900ecaa366886c342c166380a7,ba173bc50322ec8946975ed86e980d057a06c93ab227dfa5ced0e7a349c95a7b84b5ff8860b546da66070050733fc8897149d1bbb780d11fdd6f00ea593271dd
R.C. Pro-Am,=,R.C. Pro-Am,=,rcproam,USA,1988,Rare,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:racing #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_rcpam,d59ee0ffa09be58d8b2b4d9f4c545d5d,409115eacff1faed13e11bff5fa0cbad7d65cb41,2291e2d01c05bf0ce408714d4d62ec121f5e4a9ad5addf647815528ba89e5189,354c634a3bcd62e21d3c2c9815a937f3b2ccefc3b4fc02ceb1958d5dd6fb91e3821224df41057f3df17976dc3376dfa5719032d2b0e6195daae467adc26848e8
Rad Racer,=,Rad Racer,=,highwaystar,USA,1987,Square,Square,#input:joystick>8:buttons>2 #players:1 #genre:racing #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_radrc,090ade23cf46b60e54cabfe3b97fc2d2,81ceb40bd3eb21a953bf7a2c8bdbb2ac91e3951f,a59a4db59f21e5e20ad16b4559c0c9728e79a4020e4f5d688a63701fdc77a738,f420b28ed522b568c042c4b37130b08abe2dfbea7afd6e6055242c0350e13d11a33c1ec9de866af50554f7123ee93db15fee84439de98b4a169fd31fcca7ccc8
Rad Racer II,=,Rad Racer 2,=,radracer2,USA,1990,Square,Square,#input:joystick>8:buttons>2 #players:1 #genre:racing #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_radr2,5249ed182cb339e4c89d58c78e570358,d97c57996cbebb5a23b656bb166fe94be5165a42,71a100f4a356668c3ea2f0f03bbe7d31cfcd0315b7f18459ce1720962677a846,82635db38fa59faec9110b19e3d7b2b6ae799d8294ecf7868b70e368b169ba81faac96e455569ed72437fd4c07a70c158c6e265e571fc775d48f0d6fa335d32e
Radar Scope,=,Radar Scope,=,radarscope,Japan,1980-10-08,Nintendo/Ikegami,Nintendo,#input:joystick>2h:buttons:1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:radarscp>radarscp1,70baf5b9702c1dddd816b3968a973778,fcee89e74195fa94e4d8cfef8d0b646be0937e95,585db81d95032c228ae3a8fb52153c1c67ac5c9fa029d630207e11e0bd40d115,9583990365d247ff4d8b473b76fcdaf0552ef23e1d53955d511f8a9b320c5c3d614c64ea7b5bfa1f655d4366d2c0970abc35c9c12b8c66dc9369900870cffb4e
Radar Scope,=,Radar Scope,=,radarscope,USA,1980-12,Nintendo/Ikegami,Nintendo,#input:joystick>2h:buttons:1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #rev:d #mameparent #mamerom:radarscp,70baf5b9702c1dddd816b3968a973778,fcee89e74195fa94e4d8cfef8d0b646be0937e95,585db81d95032c228ae3a8fb52153c1c67ac5c9fa029d630207e11e0bd40d115,9583990365d247ff4d8b473b76fcdaf0552ef23e1d53955d511f8a9b320c5c3d614c64ea7b5bfa1f655d4366d2c0970abc35c9c12b8c66dc9369900870cffb4e
Raid on Bungeling Bay,=,Raid on Bungeling Bay,Raid on Bungeling Bay バンゲリングベイ,raidonbungelingbay,Japan,1985-04,Hudson,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:shmup #arcadeboard:nintendo>vssystem #port:commodore>c64:nintendo>famicom #lang:en #mameparent #mamerom:bnglngby,392874302004b3dbeee2f4c1ffc5014f,386efc8b590709e65e257509461d45fd07ab63a2,2407724486451668d162f310c33b451d5484a31bc094086cf2028a5f8e42f8ba,e1d4e70dc33cb627c6b1dc6fe17d3b732f2b4ae810696a70e305dc1dfd166e5f0f4fc8c8f4495bf33d18aa053cc68b6ac4fba8c585973e48efb0f6a556988b76
