Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
RoboCop 3,=,RoboCop 3,=,robocop3,USA,1992,Ocean,Ocean,#input:joystick>8:buttons>6 #players:1 #genre:action>runandgun:shmup>v #arcadeboard:nintendo>nss #port:nintendo>superfamicom #based:movie #lang:en #mameparent #mamerom:nss_rob3,4d5831cf3df35660834abb0f5de6461c,48c8f600ebd8db6f64a629c4624e227b2ff04df1,72318f9294ca6bd1206a47c050ce5f3fdb8ebaf0258e7bcc4ac9f0204ccf78a8,f2118b85d141b8d98f2f0db4b340626057bc73fcf4e3d474a4d56be516c9d2fa0fe049dc06feca135be3579257a14fb4f4e5a9313c09bc9810e2353f9bc17d32
Rockin' Kats,=,Rockin' Kats,=,newyorknyankies,USA,1991,Atlus,Atlus,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #save:password #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_rkats,7038339277a7c89d39949fa9844321df,bb8fea2d7075ac4d59cd2f2464be4c61adbc3f0f,52212b37f5dae6ef8f9d8077b9993b12dbf04da7c6c112c8410fe4f70bc6c2cf,814fdf8f547c42297615b4bcf3c35605c646bd4443d9a26142c60cc704b729ede365b5e6ec23b2867e7dcd8ff18241ea402fa2e641297b7e4579ca64d963f97a
Rush'n Attack,=,Rush'n Attack,=,greenberetkonami,USA,1987,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>hackandslash:action>runandgun #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_rnatk,b39231b0b36a5c89977edcfddb998c60,a0f38e6c81b389a81a357005ee7f0b9269da962b,f2c698b6b4a856d7f1f8ad13d8fc4b7b0bead4ad793b8ee4294e36e3c726bf4b,3ed830ceb8ecc7db9566b04d3fcb13672e1f30572391eb9f6ccdb783c888f45e3c3721d3c8c5502c43aa703c4923ba7e0bbe760e5a31ffa3ecf3c50ebc2371f3
Rygar,=,Rygar,=,argosnosenshi,USA,1987,Tecmo,Tecmo,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_rygar,a3e19721b755d84868d7d806317471ca,218771e951b068fc25351a67c57e1a161814136c,67a50fea6f54c617d72148e3a051395267c7473408e3f9de6c7bb84b8528bd02,d55a9fb23828734efbfb10e3f5a06163b5b6d66b1506c28bea85e200ad3707442a51676a31fa941ebd2970ad0dae23a898c223ef8946bba4c06ea2e4d0db27f3
(SF-HiSplitter),=,SF-HiSplitter,SF-HiSplitter SFハイスプリッター,sfhisplitter,Japan,1979-08,Nintendo,Nintendo,#input:joystick>2h:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #set:1 #lang:en #mameparent #mamerom:highsplt,f10658222d414cfe709780022e0eec05,eb8b87efa3850206448e76b7f894f2182c6e4c56,8b452d69679d5547dde8239345814e3ba86adc80c038ee9ad253057da1d3f19b,eec78b037cb4980b10e7d63a20c111c43c5fa606d3937d9ba6350448da093634022e675dc19bb1249bcde5eddb4780d0b4b8341a69d0d0aa38044e95849507ba
(SF-HiSplitter),=,SF-HiSplitter,SF-HiSplitter SFハイスプリッター,sfhisplitter,USA,1979,Nintendo,Nintendo/Far East Video,#input:joystick>2h:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #set:2 #lang:en #mamerom:highsplt>highsplta,f10658222d414cfe709780022e0eec05,eb8b87efa3850206448e76b7f894f2182c6e4c56,8b452d69679d5547dde8239345814e3ba86adc80c038ee9ad253057da1d3f19b,eec78b037cb4980b10e7d63a20c111c43c5fa606d3937d9ba6350448da093634022e675dc19bb1249bcde5eddb4780d0b4b8341a69d0d0aa38044e95849507ba
(SF-HiSplitter),=,SF-HiSplitter,SF-HiSplitter SFハイスプリッター,sfhisplitter,USA,1979,Nintendo,Nintendo/Far East Video,#input:joystick>2h:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:highsplt>highspltb,f10658222d414cfe709780022e0eec05,eb8b87efa3850206448e76b7f894f2182c6e4c56,8b452d69679d5547dde8239345814e3ba86adc80c038ee9ad253057da1d3f19b,eec78b037cb4980b10e7d63a20c111c43c5fa606d3937d9ba6350448da093634022e675dc19bb1249bcde5eddb4780d0b4b8341a69d0d0aa38044e95849507ba
(Sheriff),=,Sheriff,Sheriff シェリフ,sheriff,Japan/USA,1979,Nintendo,Nintendo,#input:joystick>8:paddle:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mameparent #mamerom:sheriff,47b37faf32a5276ff4da393e4898c6f5,71ffe4bb4d313cc384b504a0ac1ccf46941d72d2,5d874071ad3bcafef74e1e0890f5636f7907fab2046f67106929e442ed2099dc,6e2c2bba5c564d63b11c7f8beb8376b1313afdcd2e3f0f75d089d7efca14f3e1985016aa18c570b811d984669610cfe116381dffefccb912357fb52da84adbc3
(Bandido),=,Bandido,=,sheriff,USA,1980-01,Nintendo,Exidy/Nintendo,#input:joystick>8:paddle:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:sheriff>bandido,47b37faf32a5276ff4da393e4898c6f5,71ffe4bb4d313cc384b504a0ac1ccf46941d72d2,5d874071ad3bcafef74e1e0890f5636f7907fab2046f67106929e442ed2099dc,6e2c2bba5c564d63b11c7f8beb8376b1313afdcd2e3f0f75d089d7efca14f3e1985016aa18c570b811d984669610cfe116381dffefccb912357fb52da84adbc3
(Western Gun Part II),=,Western Gun Part II,=,sheriff,Japan,1980-03,Nintendo,Taito/Nintendo,#input:joystick>8:paddle:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:sheriff>westgun2,47b37faf32a5276ff4da393e4898c6f5,71ffe4bb4d313cc384b504a0ac1ccf46941d72d2,5d874071ad3bcafef74e1e0890f5636f7907fab2046f67106929e442ed2099dc,6e2c2bba5c564d63b11c7f8beb8376b1313afdcd2e3f0f75d089d7efca14f3e1985016aa18c570b811d984669610cfe116381dffefccb912357fb52da84adbc3
Sky Skipper,=,Sky Skipper,Sky Skipper スカイスキッパー,skyskipper,Japan,1981-08,Nintendo/Ikegami,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:shmup>h #arcadeboard:nintendo #lang:en #mameparent #mamerom:skyskipr,807267201080195204f42d5be45a891e,d34fde26066d22ce4c7048adc4980d29c9b9f909,e78bbb81ca657d733f57bbbd6996d0cbd900e08f2d6a17972e3597d62ab80269,388a42d9b6cecade7bc8e076179b8584354eeb9f519b691af01de85c51ba5f2a940f3f76d3cda88b1f3542cf27b89a1f64f31b9d9bae2c08ce67b6fe96f32e43
Soccer,=,Soccer,Soccer サッカー,soccer,Japan,1985-12-10,Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>soccer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:vssoccer>vssoccera,86ecf0715d044b7995ef1adbad1688d5,387fbf956ffd174815d2cf466085126bcde78eca,dd393d0766a567774df333e8dce60a9542ce5298350a2d6e6692d351a20799ea,3c2fdbae00ab496928e7fbb567f0e0d1f5f0ab31eac7d4d79e009fa063c5eb04d1739cf0d2b30ba93e486d25c64352259956cca6ff8f2af7ce781bf80a780c1a
Soccer,=,VS. Soccer,=,soccer,USA,1985-11,Intelligent Systems,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>soccer #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:vssoccer,86ecf0715d044b7995ef1adbad1688d5,387fbf956ffd174815d2cf466085126bcde78eca,dd393d0766a567774df333e8dce60a9542ce5298350a2d6e6692d351a20799ea,3c2fdbae00ab496928e7fbb567f0e0d1f5f0ab31eac7d4d79e009fa063c5eb04d1739cf0d2b30ba93e486d25c64352259956cca6ff8f2af7ce781bf80a780c1a
Solar Jetman,=,Solar Jetman,=,solarjetman,USA,1990,Rare/Zippo,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:action:shmup #save:password #arcadeboard:nintendo>pc10 #port:nintendo>famicom #lang:en #mameparent #mamerom:pc_sjetm,3ce6b03df59f636df30f657b9a189077,79bf1e7241b12ccccbcde5bf927dd5b04537db37,4b77239f44149c2d22ac7e531cc65a8499fc084bf8b8b4539b34091c0226523b,a58a727ad5690ac83fb6b1032902122d9c9ea90f24a926b93b2d467ea5e49a76258ecc42f2b66df5628541e1dbec79a3878706b071061f3810d85c28693a6362
(Space Fever),=,Space Fever,=,spacefever,1979-02,Japan,Nintendo/Ikegami,Nintendo,#input:joystick>2h:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:spacefev>spacefevo2,ce73193822cddbc04694a37bd2dca1d4,15baa2c9d94ddfd30746b3db9e93d86137143376,3c7361429baf9a9b77f284ebcd1d4ef43edf18f53c745fd091ddf8300ecb9460,d875947e28564c75ab36dd5f836cc87b97f540ce9f826644d0723ad3b6b6ca84cea97326a93e799f4a883c4f7d0407bd9e129235b4c199d52c05c2643c3c9348
(Space Fever),=,Color Space Fever,Color Space Fever カラー スペースフィーバー,spacefever,1979,Japan,Nintendo/Ikegami,Nintendo,#input:joystick>2h:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:spacefev>spacefevo,ce73193822cddbc04694a37bd2dca1d4,15baa2c9d94ddfd30746b3db9e93d86137143376,3c7361429baf9a9b77f284ebcd1d4ef43edf18f53c745fd091ddf8300ecb9460,d875947e28564c75ab36dd5f836cc87b97f540ce9f826644d0723ad3b6b6ca84cea97326a93e799f4a883c4f7d0407bd9e129235b4c199d52c05c2643c3c9348
(Space Fever),=,Color Space Fever,Color Space Fever カラー スペースフィーバー,spacefever,1979,USA,Nintendo/Ikegami,Nintendo/Far East Video,#input:joystick>2h:buttons>1 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mameparent #mamerom:spacefev,ce73193822cddbc04694a37bd2dca1d4,15baa2c9d94ddfd30746b3db9e93d86137143376,3c7361429baf9a9b77f284ebcd1d4ef43edf18f53c745fd091ddf8300ecb9460,d875947e28564c75ab36dd5f836cc87b97f540ce9f826644d0723ad3b6b6ca84cea97326a93e799f4a883c4f7d0407bd9e129235b4c199d52c05c2643c3c9348
Space Fire Bird,=,Space Firebird,=,spacefirebird,World,1980-07,Nintendo/Ikegami,Nintendo,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #rev:2 #mamerom:spacefb>spacefba,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Space Fire Bird,=,Space Firebird,=,spacefirebird,World,1980-07,Nintendo/Ikegami,Nintendo,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #set:1 #lang:en #rev:3 #mamerom:spacefb>spacefbe,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Space Fire Bird,=,Space Firebird,=,spacefirebird,World,1980-07,Nintendo/Ikegami,Nintendo,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #set:2 #lang:en #rev:3 #mamerom:spacefb>spacefbe2,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Space Fire Bird,=,Space Firebird,=,spacefirebird,World,1980-07,Nintendo/Ikegami,Nintendo,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #rev:4 #mameparent #mamerom:spacefb,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Space Fire Bird,=,Space Firebird,=,spacefirebird,USA,1980-10,Nintendo/Ikegami,Gremlin/SEGA,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:spacefb>spacefbg,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Space Demon,=,Space Demon,=,spacefirebird,USA,1980,Nintendo/Ikegami,Fortrek,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #mamerom:spacefb>spacedem,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Star Luster,=,Star Luster,Star Luster スターラスター,starluster,Japan,1985-12,NAMCO,NAMCO,#input:joystick>8:buttons>2 #players:1 #genre:sim>flight:shooting>gallery #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mameparent #mamerom:starlstr,8d1dc549af1514ec8fce1937e2acaf99,502e73203ae1bbb2d093e5d722724da9ae8f81d9,e96892286e98145f9e69bf96e2849582bb46d4b463f75dcdac39c4cc01adeda4,39b82db0761cee13f2ac50ad5fe4d822f0620c0ecf169b934886e62b98679da31cf5b5db05511ad71a323f9d58259de5ac61319a61f9cd9b47af1c5eedf21fd0
Star Warrior,=,Star Warrior,=,spacefirebird,USA,1980,Nintendo/Ikegami,Potomac Mortgage,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #unlicensed:bootleg #mamerom:spacefb>starwarr,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Space Bird,=,Space Bird,=,spacefirebird,Spain,1980,Karateco,Stambouli Frères,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:en #unlicensed:hack #mamerom:spacefb>spacebrd,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
Red Bird,=,Red Bird,=,spacefirebird,Spain,1980,Codematic,Niemer,#input:joystick>2h:button>2 #players:2:alt #genre:shmup #arcadeboard:nintendo #search:tate>ccw #lang:es #unlicensed:hack #mamerom:spacefb>redbird,b79e39b93c8b4675a84b6ffaf9462083,6a82a389e8da823e7d3042c1241ad3ec842fdda3,126a15cf438587964b452dcbe16c3e9faab1c6c581b17652daa47411bfceac51,de3f3b6b1bbb9f5de6a7b81c84900aa80f9973e3712755b92096c69eb1e97a92ff2ef1837e499ebabf6a505f7dea40475c9494891237eb4708a2897a742d95df
(Space Launcher),=,Space Launcher,Space Launcher スペースランチャー,spacelauncher,World,1979-11,Nintendo,Nintendo,#input:joystick>2h:buttons>1 #players:2:alt #genre:action #arcadeboard:nintendo #search:tate>ccw #lang:en #mameparent #mamerom:spacelnc,4a086eae4856fc818aa59568f16d9d51,080db2c18c249a7a4a6948e5231d8bc5d240d009,1f31931cac63c8225ebe1ab382343e3729cadbee688c03faf79c426e9cde46ab,9c3d3f81468d1b60953b78f80a149425692ece2cbbdfa58571da6a33c91dac054e912a74aef679028f3747864edfd494336ee09ffd520a835e4982aec1da0109
Stroke & Match Golf (Men),=,Golf,Golf ゴルフ,golf,Japan,1984-07-26,Nintendo/HAL Laboratory,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mamerom:smgolf>smgolfj,d476d407552fdae2cd523d042552428d,13a34a85fac5ce1db0f8cc0fa8762c50b4488ebd,f9ff9e989b01bf94e7d00e4cecd8205d026681de2c6d9b5b49e6bdc1eed6e74e,a2699613995b4dda559650f3a2e22492ea5147e33f0f7eb460eaeec84f2b89a19e64c6654cd447effcbca5eb11a9320e34c29f0fd11bbe6e80436b1e1ad4e584
Stroke & Match Golf (Men),=,VS. Golf,=,golf,USA,1984-10,Nintendo/HAL Laboratory,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mameparent #mamerom:smgolf,d476d407552fdae2cd523d042552428d,13a34a85fac5ce1db0f8cc0fa8762c50b4488ebd,f9ff9e989b01bf94e7d00e4cecd8205d026681de2c6d9b5b49e6bdc1eed6e74e,a2699613995b4dda559650f3a2e22492ea5147e33f0f7eb460eaeec84f2b89a19e64c6654cd447effcbca5eb11a9320e34c29f0fd11bbe6e80436b1e1ad4e584
Stroke & Match Golf (Men),=,VS. Golf,=,golf,USA,1984,Nintendo/HAL Laboratory,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:nintendo>vssystem #search:feature>mario #port:nintendo>famicom #lang:en #mamerom:smgolf>smgolfb,d476d407552fdae2cd523d042552428d,13a34a85fac5ce1db0f8cc0fa8762c50b4488ebd,f9ff9e989b01bf94e7d00e4cecd8205d026681de2c6d9b5b49e6bdc1eed6e74e,a2699613995b4dda559650f3a2e22492ea5147e33f0f7eb460eaeec84f2b89a19e64c6654cd447effcbca5eb11a9320e34c29f0fd11bbe6e80436b1e1ad4e584
Stroke & Match Golf (Ladies),=,VS. Ladies Golf,=,golf,USA,1984-12,Nintendo/HAL Laboratory,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:smgolf>ladygolf,d476d407552fdae2cd523d042552428d,13a34a85fac5ce1db0f8cc0fa8762c50b4488ebd,f9ff9e989b01bf94e7d00e4cecd8205d026681de2c6d9b5b49e6bdc1eed6e74e,a2699613995b4dda559650f3a2e22492ea5147e33f0f7eb460eaeec84f2b89a19e64c6654cd447effcbca5eb11a9320e34c29f0fd11bbe6e80436b1e1ad4e584
Stroke & Match Golf (Ladies),=,VS. Ladies Golf,=,golf,USA,,Nintendo/HAL Laboratory,Nintendo,#input:joystick>8:buttons>2 #players:2:vs #genre:sports>golf #arcadeboard:nintendo>vssystem #port:nintendo>famicom #lang:en #mamerom:smgolf>ladygolfe,d476d407552fdae2cd523d042552428d,13a34a85fac5ce1db0f8cc0fa8762c50b4488ebd,f9ff9e989b01bf94e7d00e4cecd8205d026681de2c6d9b5b49e6bdc1eed6e74e,a2699613995b4dda559650f3a2e22492ea5147e33f0f7eb460eaeec84f2b89a19e64c6654cd447effcbca5eb11a9320e34c29f0fd11bbe6e80436b1e1ad4e584
Super C,=,Super C,=,supercontra,USA,1990,Konami,Konami,#input:joystick>8:buttons>2 #players:2:coop #genre:action>runandgun #arcadeboard:nintendo>pc10 #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:pc_suprc,c36a7353b008bd16ee634dc1af530a65,bc9a89191758ebae1d56c837075414c4b607f73c,d5752aa84f1475ee9ba8db921a3c4da31526102be6210ccc891980fc7fb8c36d,41e66e114586f13b757dee900c7cbf2f6bf4fe9bbd4aa804c8939cfade7d1fb291442d13efb2b95ab5c57e9c4c9fa7cae07f15ac7fb88d15de66ad66a665a9dc
Super Mario All-Stars,=,Super Mario All-Stars,=,supermariocollection,USA,1993,Nintendo EAD,Nintendo,#input:joystick>8:buttons>6 #players:2:alt #genre:puzzle #arcadeboard:nintendo>nss #compilation:supermariobros>supermariobros2>supermariobros3>yumekoujoudokidokipanic #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_smas,7953d23b0c37f83d5cc2742ba10a2d35,3935d82318eb7d484356c758cc82003fba5731f1,f467870b485deff53ab0418e0408a02e79d8ea920c3501d001ba06c38f58eeb1,7a332903fcee198bfe15a050be75f6d64c5af403ad254a23e331280f279ded2b9b0c1dae14418403d0135215bfaf3a904bdb7056e75703f3d9038c74aea9bc60
Super Mario Bros.,=,Super Mario Bros,=,supermariobros,USA,1986,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #search:feature>mario #lang:en #mameparent #mamerom:pc_smb,f689b9a88611397b6156e972857035df,88f369071049e750058bed206a31f109265cd1ad,08e4009108cb69f1db640dda1163f8d2b96e6f8d2bc6cd1e940b1dd50152563f,a516e4ed5eb85430706e6be0a6a40d98e2279571320ea10eac75160b1d394def72a119d762c100c0cbb9c11f8dc04379ccf3593755a8193c7f11e44be428a760
Super Mario Bros. 2,=,Super Mario Bros 2,=,yumekoujoudokidokipanic,USA,1988,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players:1 #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #search:feature>mario #lang:en #mameparent #mamerom:pc_smb2,30abebc41b66d3d6bf9e4adda3ba3af8,756633a8900c1fa08e29528e5f540389a26fe4c1,1801d75d35322905f379e27913b34a97d73e6a461cdec8c46db43657d3f04765,e457aad733b7bf23f97078c4581873003a661ff1a8a5b99731b64194a7533f1949039935d7efb656bc1024d6ab23540cb78198ce4212d9404b4bd7ab3ef9a6a2
Super Mario Bros. 3,=,Super Mario Bros 3,=,supermariobros3,USA,1989,Nintendo/SRD,Nintendo,#input:joystick>8:buttons>2 #players::2:alt #genre:action>platformer #arcadeboard:nintendo>pc10 #port:nintendo>famicom #search:feature>mario #lang:en #mameparent #mamerom:pc_smb3,f558e643cc5b2718795a7b9c5a68c148,c184c302a82f1e6fddfa26f1a0402c535088e305,0749463613e8be69ccd9fd01c686a432cfc194f04dc4082e3cb7aed186aecadd,b6321d2a8dcfc2a3d232bed9fb2712155281c21ad8bceef537fd81c2beb3073767f099823500e4ba1daf4dfed189dfe93da0f8a36e170835e224ce443a2c3823
Super Mario World,=,Super Mario World,=,supermarioworld,USA,1991,Nintendo EAD/SRD,Nintendo,#input:joystick>8:buttons>6 #players:2:alt #genre:action>platformer #arcadeboard:nintendo>nss #search:feature>mario #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_smw,5bd923c28757d6dd0fb98cdf52eb4d2f,8b51fe847bce547ac58d6b9dcdd330a6a5591bb6,1fe26d72a4835695b939ea4c7c25c8c7ed79eb009edbcff74c636c0a0eb50073,4a445e05b940b106bf4c5b65d1d4cccbd6748d8f8d01d3d65ab4278fa822b2a99bbdfa19e7e71e6652b1b7a1d4034126f6f6523d60d15b2557b8ebb41d30361a
Super Punch-Out!!,=,Super Punch-Out!!,Super Punch-Out!! スーパーパンチアウト!!,superpunchout,Japan,1984-09,Nintendo,Nintendo,#input:joystick>4:buttons>3 #players:1 #genre:fighting:sports>boxing #arcadeboard:nintendo #search:feature>mario #lang:en #mamerom:spnchout>spnchoutj,18e538d7c44c1a5fac34bc3c7f0de46e,b5107ac4494958508d1962c2d251e0aa567a4a04,c7848f5bbed7d3339fce6aa82493baffb13e680c5d43c76998ff5eab05d5ad1f,af4330d40e7dd67d1dda44d3506c55156b712b6c4b45474812400566dc469c717797bdba9577ff4dc85fccf91552227c82c61c87328d2082eff8a23496f330ff
Super Punch-Out!!,=,Super Punch-Out!!,=,superpunchout,USA,1984,Nintendo,Nintendo,#input:joystick>4:buttons>3 #players:1 #genre:fighting:sports>boxing #arcadeboard:nintendo #search:feature>mario #lang:en #rev:a #mamerom:spnchout>spnchouta,18e538d7c44c1a5fac34bc3c7f0de46e,b5107ac4494958508d1962c2d251e0aa567a4a04,c7848f5bbed7d3339fce6aa82493baffb13e680c5d43c76998ff5eab05d5ad1f,af4330d40e7dd67d1dda44d3506c55156b712b6c4b45474812400566dc469c717797bdba9577ff4dc85fccf91552227c82c61c87328d2082eff8a23496f330ff
Super Punch-Out!!,=,Super Punch-Out!!,=,superpunchout,USA,1984,Nintendo,Nintendo,#input:joystick>4:buttons>3 #players:1 #genre:fighting:sports>boxing #arcadeboard:nintendo #search:feature>mario #lang:en #rev:b #mameparent #mamerom:spnchout,18e538d7c44c1a5fac34bc3c7f0de46e,b5107ac4494958508d1962c2d251e0aa567a4a04,c7848f5bbed7d3339fce6aa82493baffb13e680c5d43c76998ff5eab05d5ad1f,af4330d40e7dd67d1dda44d3506c55156b712b6c4b45474812400566dc469c717797bdba9577ff4dc85fccf91552227c82c61c87328d2082eff8a23496f330ff
Super SkyKid,=,VS. SkyKid,=,skykid,USA,1986-07,NAMCO,Sunsoft,#input:joystick>8:buttons>2 #players:2:coop #genre:shmup>h #port:arcade:nintendo>famicom #lang:en #mameparent #mamerom:vsskykid,f6d06542de78c93b31640dfa06f4a499,d8b069c34e051d9671be0efe7ca5949dc3147a61,511a56cf269c83eec9ed0bdb7bbaa4e8f6f1ac88b36a4c720b16ec2bbad8be8b,6324954b0ae932339c9566875cd608e76db156b627493219e460217d62ac8d4804a24d14bb13b0b7c6dc0b7fb54a81bb5444b12ebc28356e356669d58fe7e345
Super Soccer,=,Super Soccer,=,superformationsoccer,USA,1992,Human,Nintendo,#input:joystick>8:buttons>6 #players:2:coop:vs #genre:sports>soccer #save:password #arcadeboard:nintendo>nss #port:nintendo>superfamicom #lang:en #mameparent #mamerom:nss_ssoc,8d65c6098d3b1000e259db98a9526677,06020eeaf78311cd26693bf67df075c36c576156,7a987b524e95f71450981c69d708d32a1e10382cd1aa3938a97fb72aa1fb494a,54962cdbcd0f2c46fa7174a42682ee2cfeba4d294a2f9090e75ff335d24eb4293453da8acef38ba35be43cfb83d577a94778a29cf3b62df77f9ca9b92b4c1a74
