Screen title,Screen title (exact),Flyer title,Flyer title (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
Mahjong Ren'ai Club,麻雀　恋愛倶楽部,Mahjong Ren'ai Club,麻雀　恋愛倶楽部,mahjongrenaiclub,Japan,1993-11,Fujic,Fujic,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:renaiclb,2f558bd47087a74dc71d9025f828b4d9,7c7ce6842818cc62856b66e484d66f93c3461227,746e59b776361bbce0b1fb90dc87b857d1e303f417aa1d79b2c1488acdec568f,78fa3ee779e6073cf4736291cd7a70f1a4f60a3c3f39a44e85d2c0ce9d4a1ea4ed9bbb99f0c8718cea9114226a1d3978ffa361073b6f9bc8641e4e96ed0e00da
Mahjong Satsujin Jiken,麻雀殺人事件,Mahjong Satsujin Jiken,麻雀殺人事件,mahjongsatsujinjiken,Japan,1988-10-17,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:tate>ccw:keyword>strip #lang:ja #mameparent #mamerom:msjiken,2cf9288453ff624d856822709e5af4e2,be8fadd1cde2e98d468f95ede1361bd7f6a2f51b,01a28e8ce27926e793c7d3ec14deac42eee8ec09740612d62e8d0e6c36296609,7930984f5f256c4679500e21dd89e8b0688e8e0bf2380f76634f0dfe598375e59a80dd844bc7881416fc6bb82c2924526bced37dd90759c84e38aaf706bf2a5a
Mahjong Scout Man: Sen'nyū!! AV Satsuei Genba,麻雀スカウトマン 潜入!!AV撮影現場,Mahjong Scout Man: Sen'nyū!! AV Satsuei Genba,麻雀スカウトマン 潛入!!AV撮影現場,mahjongscoutmansennyuuavsatsueigenba,Japan,1994-03,AV Japan,Sphinx,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:mscoutm,5b44ea042215c92fca8bb515a5dc0481,6d6842639c96407539913ece23d7c4f1d5cd202b,f81c6e74d70a52274cf8a12bd5c94985bb679aaaebf851861d0468b7b79c922a,fb22599a03eed049f57a98355ee2e6afc64eb8bda03425a77dfb537ca35aeb2ad2ea14d9b847b79e6708cab46dfc60a2148c6f424e41853f94c767a9b1916ad5
Mahjong Shikaku,麻雀刺客,Mahjong Shikaku,麻雀刺客 まーしゃんしかく,mahjongshikaku,Japan,1988-07-22,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:mjsikaku>mjsikakb,a21557249ebd490bdc5852eaa9aada97,7b387fe9ad937a20c3afb56c9f7547e30d3d8d8e,1703febbe436c19010775573bbe4b848d93ee555cb1673fa2353ee78b0074607,150a1f52eba1a844695dda8479d540704eba502e04f8e121f05cb4f8dbfed47cb53a52236b81bae276fed3fd5bf22f9a9a0a93e276a65e1821ca77b98b271998
Mahjong Shikaku,麻雀刺客,Mahjong Shikaku,麻雀刺客 まーしゃんしかく,mahjongshikaku,Japan,1988-08-02,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:mjsikaku>mjsikakd,a21557249ebd490bdc5852eaa9aada97,7b387fe9ad937a20c3afb56c9f7547e30d3d8d8e,1703febbe436c19010775573bbe4b848d93ee555cb1673fa2353ee78b0074607,150a1f52eba1a844695dda8479d540704eba502e04f8e121f05cb4f8dbfed47cb53a52236b81bae276fed3fd5bf22f9a9a0a93e276a65e1821ca77b98b271998
Mahjong Shikaku,麻雀刺客,Mahjong Shikaku,麻雀刺客 まーしゃんしかく,mahjongshikaku,Japan,1988-08-06,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:mjsikaku>mjsikakc,a21557249ebd490bdc5852eaa9aada97,7b387fe9ad937a20c3afb56c9f7547e30d3d8d8e,1703febbe436c19010775573bbe4b848d93ee555cb1673fa2353ee78b0074607,150a1f52eba1a844695dda8479d540704eba502e04f8e121f05cb4f8dbfed47cb53a52236b81bae276fed3fd5bf22f9a9a0a93e276a65e1821ca77b98b271998
Mahjong Shikaku,麻雀刺客,Mahjong Shikaku,麻雀刺客 まーしゃんしかく,mahjongshikaku,Japan,1988-09-08,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:mjsikaku,a21557249ebd490bdc5852eaa9aada97,7b387fe9ad937a20c3afb56c9f7547e30d3d8d8e,1703febbe436c19010775573bbe4b848d93ee555cb1673fa2353ee78b0074607,150a1f52eba1a844695dda8479d540704eba502e04f8e121f05cb4f8dbfed47cb53a52236b81bae276fed3fd5bf22f9a9a0a93e276a65e1821ca77b98b271998
Mahjong Shikaku,麻雀刺客,Mahjong Shikaku,麻雀刺客 まーしゃんしかく,mahjongshikaku,Japan,1988-09-29,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:mjsikaku>mmsikaku,a21557249ebd490bdc5852eaa9aada97,7b387fe9ad937a20c3afb56c9f7547e30d3d8d8e,1703febbe436c19010775573bbe4b848d93ee555cb1673fa2353ee78b0074607,150a1f52eba1a844695dda8479d540704eba502e04f8e121f05cb4f8dbfed47cb53a52236b81bae276fed3fd5bf22f9a9a0a93e276a65e1821ca77b98b271998
Mahjong The Lady Hunter: Kaitō Kuroneko Renmei Hen,Mahjong The Lady Hunter レディーハンター 怪盗黒猫連盟編,Mahjong The Lady Hunter: Kaitō Kuroneko Renmei Hen,Mahjong The Lady Hunter レディーハンター 怪盜黒貓連盟編,mahjongtheladyhunterkaitoukuronekorenmeihen,Japan,1990-05-09,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:mladyhtr,b43b72474162348253542924ef5c6423,1a11511d8e6e592ab8543bb2fc57bf4774071240,bf199d4af66c1b53283a986c97bfda9012b1b87031df623a724f9393e66e6611,4af31e3e721f7cb3085b4befd45206e8a468a8d6ca3fa2c51947a2ca4dbefd12f860b3226afd3abe9dea5d43322c8c2267f0895c50b841c9b17e0f0a09307de0
Mahjong Triple Wars,Mahjong Triple Wars トリプルウォーズ,Mahjong Triple Wars,Mahjong Triple Wars トリプルウォーズ,mahjongtriplewars,Japan,1989,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:triplew1,5a78740befb0ac0459db9df35d6b4690,52289f701351bb820ebc8200c2e852de25b271dd,48dba3900b4527ad1269ea31e9c2c8b6e2559e926ea9f2a23247bb7633920d61,119c6e5f840d916e8c4121f7f54b4b1f594cc85aa22b4b2183a8e0417f5a5a4f357698158c5e31e5b16b4e3252ac2a52722e3ac7911584be2c543a9c05a05454
Mahjong Triple Wars 2,Mahjong Triple Wars 2 トリプルウォーズ,Mahjong Triple Wars 2,Mahjong トリプルウォーズ Triple Wars 2,mahjongtriplewars2,Japan,1990-08,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:triplew2,4f75c63dd4d0230b2e97b15df93c46aa,53facb772887754ec42d185ec41fb49894272d5c,3018eb95dfc8fe7fee2824ce5e5149ee7684321271a3aaedab3c681f617c41d7,5c81a1e4047bf31aec133905f759b06c5889817c02a455f33dc4417f52c3beb9e866f1968ddaadd55176db60a20604056ce19e5b713627279b5e2b8609276217
Mahjong Uchū yori Ai wo Komete,Mahjong 宇宙より愛をこめて,Mahjong Uchū yori Ai wo Komete,Mahjong 宇宙より愛をこめて,mahjonguchuuyoriaiwokomete,Japan,1989-05,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:uchuuai,40b1a292dadd162b8429d94e25c3bc9e,333167288801f17e544078ddca8b336f25843c5a,3f81400a35e21b920caf365091273ab35431e90a15dbda7365f68d96f5afa236,2a5306918d0ecd4aa033959f32cb9993cef0a07cd7796e8e42f168eca13907ddde208abf9f0079e4e4c81aba1cd127063824ee9193046bbbfc1a533a9a328388
Mahjong Uranai Densetsu,麻雀　占い伝説,Mahjong Uranai Densetsu,麻雀　占い伝説,mahjonguranaidensetsu,Japan,1992-04,Yubis,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:mjuraden,8d1bae276b69dff9da251ef6ce07e1a4,87af42d9b22c5e2974d58f621d46d3630c35a761,d1561e745eb4624eefee5bc34862d2c2712427036c5f481fcc5cf710a7c0f785,e741cbe9a0b7967fbb9125535d0d633717d4bac369738968054bed311970feffd4cd2c0dc56b7ed07c298cec9d8ceb83782cdadcc54f3fba87862e39b66e8e4b
Mahjong Vanilla Syndrome,まーじゃん　バニラ　シンドローム,Mahjong Vanilla Syndrome,まーじゃん　バニラ　シンドローム,mahongvanillasyndrome,Japan,1991-01,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:vanilla,d72540fa918a4f4ada55a4c1eaa5494c,60da0760ace51bfd97717cf61be932e57f5aab78,33ab8cf48965b4746129d12d341b2f856311a4128e3de7de95fdb82fd1020685,abe77f3daf7ab0ae66c3d779bad164d913f4649374c4f01e634e7a1b753724308de402e85af6f5c93d16716d8d5bd8c28d734d62d273ecfbd53652ef92ddb8c0
Mahjong Waku Waku Catcher,麻雀　わくわくキャッチャー,Mahjong Waku Waku Catcher,麻雀　わくわくキャッチャー,mahjongwakuwakucatcher,Japan,1993-07,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:wcatcher,4e516c474f719592dc5746acc9518f4c,06e0a0d862687f362ce37cf5842eb733435bf736,bb24239c6a244229baa5f7560a20c29aab15bb9d64d38aa963e22993b40e8465,6c3ad8db88f5cd8ff5647acd674be727c9fbad4d526fe59dfda3d35c16541169d6c995e584d961c73d47f6be05e4de2fa8c6f7967a9482c4d5fb8a5f302afcea
Final Bunny,ファイナルバニー,Final Bunny,ファイナルバニー,mahongvanillasyndrome,Japan,1991,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:vanilla>finalbny,d72540fa918a4f4ada55a4c1eaa5494c,60da0760ace51bfd97717cf61be932e57f5aab78,33ab8cf48965b4746129d12d341b2f856311a4128e3de7de95fdb82fd1020685,abe77f3daf7ab0ae66c3d779bad164d913f4649374c4f01e634e7a1b753724308de402e85af6f5c93d16716d8d5bd8c28d734d62d273ecfbd53652ef92ddb8c0
Mahjong-zuki no Korinai Menmen,麻雀好きの懲りない面々,Mahjong-zuki no Korinai Menmen,麻雀好きの懲りない面々,mahjongzukinokorinaimenmen,Japan,1988-04-25,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:tate>ccw:keyword>strip #lang:ja #mameparent #mamerom:korinai,1117e4ae4e0d162f3725809a4a4a8c6b,bab217fc528b8662cbf4914033f5db6cb275c153,e114288fc390217ca454c0d8bc0f1cb13e436a0edc15b2bb5bfaca66634c1b1f,239531c89a11db7000d841c61ca63dd22512330938025bb45491ab191e679d7920241a8bf83310853a75ce6a6b7eceb725635ea246b3a241024748b74637eaed
Mahjong-zuki no Korinai Menmen,麻雀好きの懲りない面々,Mahjong-zuki no Korinai Menmen,麻雀好きの懲りない面々,mahjongzukinokorinaimenmen,Japan,1988-09-20,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:tate>ccw:keyword>strip #lang:ja #mamerom:korinai>korinaim,1117e4ae4e0d162f3725809a4a4a8c6b,bab217fc528b8662cbf4914033f5db6cb275c153,e114288fc390217ca454c0d8bc0f1cb13e436a0edc15b2bb5bfaca66634c1b1f,239531c89a11db7000d841c61ca63dd22512330938025bb45491ab191e679d7920241a8bf83310853a75ce6a6b7eceb725635ea246b3a241024748b74637eaed
Maikobana,舞妓花,Maikobana,舞妓花,maikobana,Japan,1990-08-02,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>hanafuda #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:maiko,c791b8d71183e1016e4a832ce7f9ae50,29b3320e461e2168a459352ab8d9043bb7db347f,1a544db960ae9340c7108f9c8de25e61c828e409f6b2c6743b9f0f5a2f685d0b,c76d68b0ea6f69a7cd0c957524b4b9ff06b7a4d5efda324694d979ccce872c5f334e1fce10922363ededb79712233c090a3759eacd3b18d5a465a4b73678cc5a
Maikobana,舞妓花,Maikobana,舞妓花,maikobana,Japan,1990-09-11,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>hanafuda #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:mmaiko,f530aaa047fcb9944dd960f21e407ea9,8af0a98d14d28fd523d75ebb8ca99977b446c38a,4dabc6154b2b68d6367c98285ea905fba7cb4e0c64a4049bc84e7d8aa771b260,e471caa1e2e1fae80e365c159efe2be9b0a7e56d047d66804ddaf260ca0bf466d815bb579a22b8ed774d998a67f2b13dac1a93c01caef9d226aa41c9f6a23e41
Medal Gottsu ee-Kanji!,メダル　ごっつ　ええ感じ!,Medal Gottsu ee-Kanji!,メダル　ごっつ　ええ感じ!,mahjonggottsueekanji,Japan,1991-11,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:mjgottub,df6973c7deb1a91b7c6a23a7401543e7,7a1b0e791d09121645875b1854edce9859ae5ab7,ba44c601a6040607349d8f8c84c1aa9e8ac65e88441a723bebfc79533c6d6f15,9fa06a42f879c384589195a76a90fd15e679423c0cb86c193ab95a75389caa77de1e53b19ef58b990bcdab7e330edce027b155f8dba646b3363c803a0bc01475
Medal Mahjong PachiSlo Tengoku,メダル麻雀　パチスロ天国,Medal Mahjong PachiSlo Tengoku,メダル麻雀　パチスロ天国,medalmahjongpachislotengoku,Japan,1993-12,AV Japan,Miki,#input:keyboard>mahjong #players:1 #genre:board>mahjong:parlor>jackpot #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:pachiten,e2e68c462de293fddd8cb47aaf070202,7a5e1c84effc8d1a03ad47f6c736b6a05cdf6469,970040dd3e3ce8cb407158d966e7479a3a273ce93497b128dcc9cf7d55c0d179,717f1d0e0d1f103ce21752db0089c673971ac0c14b9a588a1c3964fc395327f52a5658c1c34aa6eb7ea2d96498fb9c7c8fa8d33ab734b9d45e51a76a491ddb6a
Mighty Guy,=,Mighty Guy,Mighty Guy マイティガイ,mightyguy,Japan,1986-09,Nihon Bussan,Nichibutsu,#input:joystick>8:buttons>2 #players:2:alt #genre:action>runandgun #arcadeboard:nichibutsu #search:tate>ccw #mameparent #mamerom:mightguy,308f57ec25d5f12d03af515e403e7e5e,0e251c40625633b77855795ad3fb91eeffb5c22d,6251ee7863bc0cc6144d863333a2d82e16c09bdef6b2f4ab99c3275bdf61b338,171d19a5db3a7dff2610114099fa007bf25be5d79d62a8b50e5b6bd007338c4c9cac5561b0817b55236c1f13ae973e868addc63ae2a21f6226e43060e2266466
Miss Mahjong Contest in Yakuman Daigaku,ミス　Miss麻雀コンテスト in 役満大学,Miss Mahjong Contest in Yakuman Daigaku,ミス　Miss麻雀コンテスト in 役満大学,missmahjongcontestinyakumandaigaku,Japan,1989-10,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:mcontest,c2bdb2b9e538c4cf2bc194f09da48803,759391a06f96eb252102a2a5ebc30916622ccd09,96bb784c5ba7c6f39ae08399115c35b86cf34757cd46b3d39426218300b98c6f,e53d02bc9306d92a47b671b0e36464ffe36615267cfa8f8fe6165dc3438990dfb704862bbf6e8e304badbf1d4d644a74d6be21bea9001e1f402aaaaf7d8d13a1
Nekketsu Grand-Prix Gal,熱血グランプリギャル,Nekketsu Grand-Prix Gal,熱血グランプリギャル,nekketsugrandprixgal,Japan,1991-07,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:ngpgal,1a2b5030183c02376b6c143798178026,5576933b4f564e09ef27f77303967da220ba8a63,24507037d8c9bf6423b29b8af73a49ec62d0ec70e7fe447e38a5f67ea353abee,614461286e405d9107c032e063a6a150dcfa4d8dab60d4c6361371ebeb919f145af3471901702d7453719e51524ed40fc3e53b9ad8948c142caf6be54f29fd79
Nerae! Top Star: Geinōkai Survival Mahjong,ねらえ!トップスター 芸能界サバイバル麻雀,Nerae! Top Star: Geinōkai Survival Mahjong,ねらえ!トップスター 芸能界サバイバル麻雀,neraetopstargeinoukaisurvivalmahjong,Japan,1990-03,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:ntopstar,162ad4d787d2f555120dfc22497731d1,613e52ce14ec9ced28739677af104281cc6afbfa,4dd4b47a841443500ddc77b7ffb2feac4aaab62e1bdb5e2487be09a20eee7eb3,d4261cb05f0e8890d93b64d27de299c1d68947335da00a0dfd6a138f38450788c31557a6f0cf0ab31b0a1780287b2ee3007038de2c876a92480ddb5f70c2e8c0
Nichibutsu Hustler,=,Nichibutsu Hustler,Nichibutsu Hustler ハスラー,nichibutsuhustler,Japan,1983,Nihon Bussan,Nichibutsu,#input: #players:2:alt #genre:parlor>billiards #arcadeboard:nichibutsu #lang:en,,,,
Night Bunny,=,Night Bunny,Night Bunny ナイトバニー,nightbunny,Japan,1984-06-01,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:ngtbunny,b262d9c2467219baabd5308aa860e028,2ca3102e0ab0358f942c1bf9f64c78e6d63e72b8,001e2cc578b9bc3fc07808bb86bf91bcaca7d4ca37f03c03a7631aa942e9b818,10c5247bbbd5d39f31cb3e4ddf67bf845780951e3770a8f4a8deabd664cc2cb0e410e5b25ce5e68535c78e4512b508ef85258a87cefa68c5a62ea38ffb120cdc
Night Gal,=,Night Gal,Night Gal ナイトギャル,nightgal,Japan,1984-09-20,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:nightgal,34dd6a1add9fb5dc5c9b1a565db7e29b,7a430ed8fa10ec7f7e1f150a4b2d93da7d6190a3,3823d030130d0c0b4dddbadc68e7fe7ad1e799faf475947a612a25650e8f0390,7fc7f1f8c1cefbadc77a9b78517ca45381a7c91d68de59ca9a9fc4d96b9137c950f8f8daba9856258625128683b547fa5dcdd2df0cc9d478647ae2ce307c0c5e
Night Gal Summer,=,Night Gal Summer,Night Gal Summer ナイトギャルサマー,nightgal,Japan,1985-07-02,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:ngalsumr,ecd9281a12ea51c18b53fe90c9d20dfc,6ce49913ae2eb2270bf3c0943ce2ab7e1185068a,371dc1763526a1c71f486b931fd492d9aa6ee264d916711ed3fb9104f758e405,32666da5fa3d2ced48440007bf6514d8e74ae3d3a7904f7252938b0a3abb01784884d4c20659acb4c8c10765aa1dc2569985ad1b8e1e6f165be0803f946f7753
Night Love,=,Night Love,=,nightlove,Japan,1986-07-05,Central Denshi,Central Denshi,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:nightlov,d8fa161e818fd1eda903f0abcbc3da23,976babcbc6a0d00c04dccb0959a7cb97adc4f0f5,e28ab3841e91ede4a5754b4e0261b568aecee0ff724081b6a05c36e76a6b1ad6,5ef8b3a8d9523470535d766a4c4a7d84a7578d548309bad58e033c2711c66da10a2f2d32fa6a55129df32d5c47515712e7866f8cbf877553eb84f9f054c39640
Oh! Paipee,Oh!牌ピ〜,Oh! Paipee,Oh!牌ピ〜,ohpaipee,Japan,1989-02-27,Nihon Bussan,Nichibutsu,#input:joystick>4:buttons>2 #players:1 #genre:puzzle>drop #arcadeboard:nichibutsu #search:tate>ccw #lang:ja #mameparent #mamerom:ohpaipee,ed0bc1373b0e95d7ae1f9392149acf73,e6f02839c3a63e8498d2c11bba9fbe6daf351a54,19a10938265aff3b0496dba79c665a688f9fa049492a2e049fa374fe7701ae40,c01b160616a86a3e56605eb7ab03093f2644f36b98ca69a24bd383ce8eedd9c907c174a7a57ac2af2b4ed6d49afd7c864eea12a5625ce9a252b04f5245263413
Ojōsan,お嬢さん,Ojōsan Tokyo Ladies,お嬢さん Tokyo Ladies,ojousan,Japan,1987-12-04,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:ojousan,217e3e1c648ccef18f457973326acaee,05ca057660ec7b204586cb62201ca424cb1a4774,36f09f95643f8cef9243a87eef04f0f969601554ed0753e125f172a9a2308eec,727f9fd086de4cd55f0cec55bf4700eb9365cb53d3fb5504cffb4729d87b845f59d0ac6223ed61a8889db8fc0394603a140092e43b0ffcc874b53776f8177689
Ojōsan,お嬢さん,Ojōsan Tokyo Ladies,お嬢さん Tokyo Ladies,ojousan,Japan,1988-01-08,Nihon Bussan,Nichibutsu,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:ojousan>ojousanm,217e3e1c648ccef18f457973326acaee,05ca057660ec7b204586cb62201ca424cb1a4774,36f09f95643f8cef9243a87eef04f0f969601554ed0753e125f172a9a2308eec,727f9fd086de4cd55f0cec55bf4700eb9365cb53d3fb5504cffb4729d87b845f59d0ac6223ed61a8889db8fc0394603a140092e43b0ffcc874b53776f8177689
Orange Club: Maruhi Kagai Jugyō,オレンジ倶楽部 ㊙課外授業,Orange Club: Maruhi Kagai Jugyō,オレンジ倶楽部 ㊙課外授業,orangeclubmaruhikagaijugyou,Japan,1988-02-13,Daiichi Denshi,Daiichi Denshi,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:orangec,e8b03558e6ceb0b3ce2639951928d50d,4a80d93be0f75246d2c4345f13464c5bb6673b90,4b6710030542a8bcf66c0cc3271cfd20e5ab8f68957a2f84306afc3219adb1a3,5f4fb70ba7b17582933aeff720ef5044e9aef0e1c7ad7f55398fb4388674c025fa32844ee0c4c8ee797d4df4012faccbfd487263796b0b8f211237a642569cba
Orange Club: Maruhi Ippatsu Kaihō,オレンジ倶楽部 ㊙一発開放,Orange Club: Maruhi Ippatsu Kaihō,オレンジ倶楽部 ㊙一発開放,maruhiippatsukaihou,Japan,1988-02-21,Daiichi Denshi,Daiichi Denshi,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:orangec>orangeci,e8b03558e6ceb0b3ce2639951928d50d,4a80d93be0f75246d2c4345f13464c5bb6673b90,4b6710030542a8bcf66c0cc3271cfd20e5ab8f68957a2f84306afc3219adb1a3,5f4fb70ba7b17582933aeff720ef5044e9aef0e1c7ad7f55398fb4388674c025fa32844ee0c4c8ee797d4df4012faccbfd487263796b0b8f211237a642569cba
VIP Club: Maruhi Ippatsu Kaihō,VIP倶楽部 ㊙一発開放,VIP Club: Maruhi Ippatsu Kaihō,VIP倶楽部 ㊙一発開放,maruhiippatsukaihou,Japan,1988-02-21,Daiichi Denshi,Daiichi Denshi,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mamerom:orangec>vipclub,e8b03558e6ceb0b3ce2639951928d50d,4a80d93be0f75246d2c4345f13464c5bb6673b90,4b6710030542a8bcf66c0cc3271cfd20e5ab8f68957a2f84306afc3219adb1a3,5f4fb70ba7b17582933aeff720ef5044e9aef0e1c7ad7f55398fb4388674c025fa32844ee0c4c8ee797d4df4012faccbfd487263796b0b8f211237a642569cba
Oshaberi Macha: Monoshiri Quiz,おしゃべり まちゃ ものしり クイズ,Oshaberi Macha: Monoshiri Quiz,おしゃべり まちゃ ものしり クイズ,oshaberimachamonoshiriquiz,Japan,1983-09,Logitec,Logitec,#input:buttons>3 #players:1 #genre:quiz #arcadeboard:nichibutsu #lang:ja #mameparent #mamerom:macha,77d069a948e17a686c3883b1200864dd,0c961e3a68ac050a7e3af4ca7d8b0aca39b91f6c,212d3875fb46fcd0068b1a5d85102d3b06e958b3e00a83f20e95b368f19c74fa,dc57b6a69963fb0ead83013bb260ecf77527f76c88b2c540c07edbeb2ecb7d1354cfdb93f8f2aa6ac9264d052657b42b0b71770f382c609e1925f709337a1895
Otona no Mahjong,おとなの麻雀,Otona no Mahjong,おとなの麻雀,otonanomahjong,Japan,1988-06-28,Apple Japan,Apple Japan,#input:keyboard>mahjong #players:1 #genre:board>mahjong #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:otonano,ad95a05943fb73ad30e199a501b84e20,2b23bb0df8b3b43cba860d4e4eac87e0942fc981,7e3f5ddda1c2f11376e654862992ca6430873ecfd28f78bb84ab5868c4a52ad8,c53469878d988bee5da0e763275a8269527aee1f032fc0942204029f267d47a1255012ee8e8060e4fdccd6630982795c494603782856c3c3ee76966ce64a19b4
Pairs: Dennō Shinkei Suijaku,Pairs 電脳神経衰弱,Pairs: Dennō Shinkei Suijaku,Pairs ペアーズ 電脳神経衰弱,pairsdennoushinkeisuijaku,Japan,1989-08-22,Nihon Bussan,Nichibutsu,#input:joystick>4:buttons>2 #players:2:coop #genre:puzzle #arcadeboard:nichibutsu #search:keyword>strip #lang:ja #mameparent #mamerom:pairsnb,f353754f03114679eae36e287daff2f1,ac8efc7e415f037aa4bbd5c1afd24f6bc6d2b22a,7e2ade39f9350f9f66b26a66c14c300910d6da6ae7b33bcbca86f1f4b6e69d54,03e7228235fe582d8675b51f20f758817bbb2da7f3aa4b13ca8289b465423c8e98c9bd7d059bedcdc7183b08667010cffcebd0266da8c28ad7a3c494a2a5726e
