Game title,Original character set,ID,Region,Release date,Developer,Tags,MAME ROM,File hash (MD5 SHA1 SHA256 SHA512)
Pang! 3: Kaitōtachi no Karei na Gogo,Pang! 3 怪盗たちの華麗な午後,pang3,Japan,1995-05-11,CAPCOM/Mitchell,#2P #4W #1B #coop #platformer #cps #cps1,pang3j.zip|pang3.zip,c7b0883aefbca7feead4b65b429db80d ec068645f77f2f96d9dd129af64b3441770097f7 026e9bdf85d19b14c1c5f8d6fe064408f2f2fc661e3f745fa774d889465801d7 7cd36c94763cc0a0f9379f51a96a47d38295596eca005ff2c10037e50ba7b2da0b8528d4ec746a964c0f0bcf15cdc3ae2ef9a20aaaa1bfaecd30d5e33ecb935b
Pang! 3,,pang3,Europe,1995-05-11,CAPCOM/Mitchell,#2P #4W #1B #coop #platformer #cps #cps1,pang3r1.zip|pang3.zip,c7b0883aefbca7feead4b65b429db80d ec068645f77f2f96d9dd129af64b3441770097f7 026e9bdf85d19b14c1c5f8d6fe064408f2f2fc661e3f745fa774d889465801d7 7cd36c94763cc0a0f9379f51a96a47d38295596eca005ff2c10037e50ba7b2da0b8528d4ec746a964c0f0bcf15cdc3ae2ef9a20aaaa1bfaecd30d5e33ecb935b
Pang! 3,,pang3,Europe,1995-06-01,CAPCOM/Mitchell,#2P #4W #1B #coop #platformer #cps #cps1 #mameparent,pang3.zip,c7b0883aefbca7feead4b65b429db80d ec068645f77f2f96d9dd129af64b3441770097f7 026e9bdf85d19b14c1c5f8d6fe064408f2f2fc661e3f745fa774d889465801d7 7cd36c94763cc0a0f9379f51a96a47d38295596eca005ff2c10037e50ba7b2da0b8528d4ec746a964c0f0bcf15cdc3ae2ef9a20aaaa1bfaecd30d5e33ecb935b
Pokonyan! Balloon,ポコニャン！バルーン,pokonyanballon,Japan,1994-03-22,CAPCOM,#1P #8W #2B #kiddieride #cps #cps1 #mameparent,pokonyan.zip,a6a62edd097ea68dc84ede952ecc5a6c 1912800ecc321d7e31dfbb1878762ebf9ffacae2 cc2f877813ef0069507fcfff0461f77e6b0d78258216d7a40834749494cbcbda 55df85b7ca7126444ff0027d25d4e7e5c1164eb5c5ecb0352f8594fd92b0fd17ba6a4d85ee9c3de447c27b3df1dc9d38acba86a49162164d7026be0c98d6dfa2
Pnickies,ぷにっきいず,pnickies,Japan,1994-06-08,CAPCOM/Compile,#2P #8W #2B #vs #puzzle #cps #cps1 #mameparent,pnickj.zip,ae5e47d1a4941258e4b9f6b031432898 082ca579d52d250c08d1aead400a96de57b0aa36 6065aaed188ec732fe2f0cb207e34bb2089896328fc03c524db59dc4f2359c1a 9e30f5e2b77bddf0bade7be293df9d2bbd33f4c282f178e8321fa83a6c1dd617fb60fb3b65bb1f19e93668de47d9130c1fd03b4f8f2e813a8c6cf431b6f64d01
Quiz & Dragons,,quizdragons,Japan,1994-09-21,CAPCOM,#2P #0W #4B #vs #quiz #cps #cps1,qadjr.zip|qad.zip,7ffa792cf2a8fdaf564c88dd154392b3 f53ddc137fedc635b83bca5b07d586077fc656d1 0f2a54c9639d52120a76154eac2f0531964fbd1f7693614ca7c355468dedf6c5 e0e86ec013f76afc26f94b349dd51c56bd3dc64f87818805532169cf9d9ab8a064498a605b4696ef0ca1bd2c28a8880e609ac6c3338eed04ad97476f76705dc2
Quiz & Dragons: CAPCOM Quiz Game,,quizdragons,USA,1992-07-01,CAPCOM,#2P #0W #4B #vs #quiz #cps #cps1 #mameparent,qad.zip,7ffa792cf2a8fdaf564c88dd154392b3 f53ddc137fedc635b83bca5b07d586077fc656d1 0f2a54c9639d52120a76154eac2f0531964fbd1f7693614ca7c355468dedf6c5 e0e86ec013f76afc26f94b349dd51c56bd3dc64f87818805532169cf9d9ab8a064498a605b4696ef0ca1bd2c28a8880e609ac6c3338eed04ad97476f76705dc2
Quiz Tonosama no Yabō 2: Zenkoku-ban,クイズ殿様の野望2 全国版,quiztonosamanoyabou2,Japan,1995-01-23,CAPCOM,#2P #0W #4B #vs #quiz #cps #cps1 #mameparent,qtono2j.zip,ff9adb5050b6d14009e64202fc90750f b5c1269a9c51e4485d9ae45cb56cf7dd078e39ba f9d80386146c94c522f28a476bfeb60fa37b9ccb6e323a7a6a211c04657d6d69 19188e51aac288f181ba4e674207a064f7b95877d6d7ce5945c646ed94391c1e48d14079e34c766acef1ad7d36032f1644bbead37de04e0df4b2da296897e023
Rockman: The Power Battle,,rockmanthepowerbattle,Japan,1995-09-22,CAPCOM,#2P #8W #3B #vs #fighting #cps #cps1,rockmanj.zip|megaman.zip,f92e1fa9e2197adfa7efc4d6ba0dfc54 38a1187b2c2daf371850147287f2040a18d819ab b80921ef473ebae12f98c8ee1f324b91a2b2b3a0d3aea3c5d98f5f07f1444c8c 70033251a3efbc26235d75f7c8dede65f80062dc5b04abd23fc26872de73617dac9cb8400b0bc1f1e344312fbf33cd256e6cf3da6706dcca830f63150d16072b
Mega Man: The Power Battle,,rockmanthepowerbattle,Asia,1995-10-06,CAPCOM,#2P #8W #3B #vs #fighting #cps #cps1,megamana.zip|megaman.zip,f92e1fa9e2197adfa7efc4d6ba0dfc54 38a1187b2c2daf371850147287f2040a18d819ab b80921ef473ebae12f98c8ee1f324b91a2b2b3a0d3aea3c5d98f5f07f1444c8c 70033251a3efbc26235d75f7c8dede65f80062dc5b04abd23fc26872de73617dac9cb8400b0bc1f1e344312fbf33cd256e6cf3da6706dcca830f63150d16072b
Mega Man: The Power Battle,,rockmanthepowerbattle,USA,1995-10-06,CAPCOM,#2P #8W #3B #vs #fighting #cps #cps1 #mameparent,megaman.zip,f92e1fa9e2197adfa7efc4d6ba0dfc54 38a1187b2c2daf371850147287f2040a18d819ab b80921ef473ebae12f98c8ee1f324b91a2b2b3a0d3aea3c5d98f5f07f1444c8c 70033251a3efbc26235d75f7c8dede65f80062dc5b04abd23fc26872de73617dac9cb8400b0bc1f1e344312fbf33cd256e6cf3da6706dcca830f63150d16072b
Senjō no Ōkami II,戦場の狼II,senjounoookami2,Japan,1990-03-02,CAPCOM,#2P #8W #2B #tate #coop #runandgun #cps #cps1,mercsj.zip|mercs.zip,ab29451c756b3904bf2d6a0d7eec9dd8 a316262456d2c6d8ceb4203a81b7e73105ca4263 349fd006f449a92e1f32caee790e6a7e327247b32a041e1824e2f9104eee299b d61f77b94b66a68b8b55a232571458dd112a83ee52ec34311e76abfb24e7e02f2cd52ffd6891deee318088cb3995402c745ae278b45069dc56b317d05fce30cb
Mercs,,senjounoookami2,USA,1990-03-02,CAPCOM,#2P #8W #2B #tate #coop #runandgun #cps #cps1,mercsur1.zip|mercs.zip,ab29451c756b3904bf2d6a0d7eec9dd8 a316262456d2c6d8ceb4203a81b7e73105ca4263 349fd006f449a92e1f32caee790e6a7e327247b32a041e1824e2f9104eee299b d61f77b94b66a68b8b55a232571458dd112a83ee52ec34311e76abfb24e7e02f2cd52ffd6891deee318088cb3995402c745ae278b45069dc56b317d05fce30cb
Mercs,,senjounoookami2,USA,1990-06-08,CAPCOM,#2P #8W #2B #tate #coop #runandgun #cps #cps1,mercsu.zip|mercs.zip,ab29451c756b3904bf2d6a0d7eec9dd8 a316262456d2c6d8ceb4203a81b7e73105ca4263 349fd006f449a92e1f32caee790e6a7e327247b32a041e1824e2f9104eee299b d61f77b94b66a68b8b55a232571458dd112a83ee52ec34311e76abfb24e7e02f2cd52ffd6891deee318088cb3995402c745ae278b45069dc56b317d05fce30cb
Mercs,,senjounoookami2,World,1990-03-02,CAPCOM,#2P #8W #2B #tate #coop #runandgun #cps #cps1 #mameparent,mercs.zip,ab29451c756b3904bf2d6a0d7eec9dd8 a316262456d2c6d8ceb4203a81b7e73105ca4263 349fd006f449a92e1f32caee790e6a7e327247b32a041e1824e2f9104eee299b d61f77b94b66a68b8b55a232571458dd112a83ee52ec34311e76abfb24e7e02f2cd52ffd6891deee318088cb3995402c745ae278b45069dc56b317d05fce30cb
Street Fighter II: The World Warrior,,streetfighter2ww,Japan,1991-02-14,CAPCOM,#2P #8W #6B #vs #fighting #cps #cps1,sf2ja.zip|sf2.zip,7b62a4094296a814f049bab74cf17b36 5722757c90907750ad01c0d0fbb057700c3b5d7d 80d8631179983af5bccfcd9211f068255848824f9129a1e67297696bc3b032c0 2b1cdfa0de86fe5e18c7596cb1e5b942bcb076cc9aca8542f92d7d9e8a6699b5a1f9dd5bd2d51dd35f90bab899fce582646580369e2e9b03a252c00253d0f2e9
Street Fighter II: The World Warrior,,streetfighter2ww,Japan,1991-03-06,CAPCOM,#2P #8W #6B #vs #fighting #cps #cps1,sf2jc.zip|sf2.zip,7b62a4094296a814f049bab74cf17b36 5722757c90907750ad01c0d0fbb057700c3b5d7d 80d8631179983af5bccfcd9211f068255848824f9129a1e67297696bc3b032c0 2b1cdfa0de86fe5e18c7596cb1e5b942bcb076cc9aca8542f92d7d9e8a6699b5a1f9dd5bd2d51dd35f90bab899fce582646580369e2e9b03a252c00253d0f2e9
