Title,Title (exact),Title screen,Title screen (exact),ID,Region,Release date,Developer,Publisher,Tags,MD5,SHA1,SHA256,SHA512
2 Game Pack! Matchbox Missions: Air‚ Land and Sea Rescue / Emergency Response,=,Emergency Response / Air‚ Land & Sea Rescue,=,2gamepackmatchboxmissions,USA,2006-08-30,Gravity-i,DSI,#players:1 #genre:minigames:racing #save:password #based #lang:en,adf9efca75fad810c13a5fb3326dddd2,ac9919f32220e128d3df9a6201374f16ab15e301,f5fc6723dc5e43b70f60570776d347d1e4ae5f74fe50698f7afd1c85511becb2,0f5c458a6a67fd69d1bea3dda91d052b83f967e419b43fe0ef1845f35e77ceb7a523bc3139d91c565cc1b49497e6b8e5b094bf8af0bba0044b7b02236db07b75
2 Game Pack! Uno & Skip-Bo,=,Uno / Skip-Bo,=,2gamepackunoskipbo,Europe,2003-12-01,Black Lantern,Zoo,#players:4:coop:vs #genre:board>cards:sim>cardgame #based #lang:en:fr:de:es:it,cc83423c84419fe4011caf03e84b2e64,1cfac0ff2d526030050f4a6f5157398d58199b3d,dd12c3586d3ec8f2b47ddb61c911a5fb4271bae4e57e7110ac75fb01a440f7d8,f22e37d171d49d4ca36465aa0c0d4f985181e8d41bea789a7fb38d024ac039c6d93733bff6444620401c4e1b96cfa762d05edd87faf4b9148300f5ce2b26ebe6
2 Game Pack! Uno / Skip-Bo,=,Uno / Skip-Bo,=,2gamepackunoskipbo,USA,2003-10-02,Black Lantern,DSI,#players:4:coop:vs #genre:board>cards:sim>cardgame #based #lang:en,cf66c71bcc65c5e0ee20c666df8d6540,76f85ac10c7ba7f00503fba4d41fb709b5b9cd22,10db686936fc7306d2932f7a8c8917a44be6fdd7875283b10af275e02c95256c,b9bb077841711c5f2d944ef4bb008059d6ec871e00fe1fc5fed37cc46c448191c7da50389d890d7f1a125fa22d22748a82d7b75bb31c914f9a0208705da45f1b
2 Games in 1: Alla Ricerca di Nemo + Alla Ricerca di Nemo: L'Avventura Continua!,2 Games in 1: Disney・Pixar: Alla Ricerca di Nemo + Disney・Pixar: Alla Ricerca di Nemo: L'Avventura Continua!,Alla Ricerca di Nemo / Alla Ricerca di Nemo: L'Avventura Continua!,Disney・Pixar: Alla Ricerca di Nemo / Alla Ricerca di Nemo: L'Avventura Continua!,2gamesinonefindingnemo,Italy,2005-10-21,Vicarious Visions/Altron,THQ,#players:2:vs #genre:action>platformer:minigames:shmup>h:puzzle:rhythm #save:password #based:movie:disney #compilation:findingnemo:findingnemothecontinuingadventures #reboxed #lang:it:es:en:sv:da,2cede728164ea50342d41a554ef36a02,a7b8aa7f3cd86b664f314650206d9043806e9b22,6d490728f51b181c4a39d904fadc65160867fb401d19f79b66afe1710168e82c,44ef3082e4e10ac5a5add691c5ccb2cf42059b753392871e255dcfc7f1bf3ef53dd39c1d77079f379e95af67c47093556206602703769236b450b1b1208300ed
2 Games in 1: Alla Ricerca di Nemo + Gli Incredibili: Una ‟Normale” Famiglia di Supereroi,2 Games in 1: Disney・Pixar: Alla Ricerca di Nemo + Gli Incredibili: Una ‟Normale” Famiglia di Supereroi,Alla Ricerca di Nemo / Gli Incredibili: Una ‟Normale” Famiglia di Supereroi,Disney・Pixar: Alla Ricerca di Nemo / Gli Incredibili: Una ‟Normale” Famiglia di Supereroi,2gamesin1findingnemotheincredibles,Italy,2007,Vicarious Visions/Helixe/Factor 5,THQ,#players:1 #genre:action>platformer:brawler #save:password #based:movie:disney #compilation:findingnemo:theincredibles #lang:it:es,0ae1a89caba4997b5059eaf8f8763727,ddeaf412f9f252c1a071955c517d1e36fd39aeb0,1e3048f8631a0c46834e12a1117609f63da7c0cea40328613f91b4c20287ad31,2087374ee305e4d0cb7eced097458e10dae52c777ffb890e1bdf4f10d5841592afeff8fa42df157e14a301974e2192b7e22296c1849aed88d92e27b7a7a0ac15
2 Games in 1: Brother Bear + The Lion King,2 Games in 1: Disney's Brother Bear + Disney's The Lion King,Brother Bear / The Lion King,Disney's Brother Bear / Disney's The Lion King,2gamesin1brotherbearthelionking1andahalf,Europe,2005-01-18,Vicarious Visions,THQ,#players:1 #genre:action>platformer #embedded:backup>eeprom #save:backup #based:movie:disney #compilation:brotherbear:thelionking1andahalf #lang:en:fr:de:es:it:nl:sv:da,630a51526ddb738fdc8392aa1c2e6500,a4e6b2f004678d387600ac46a2e57fe497dc4f18,df66803cabd01ddc16c3525740077684e60421391bb71b914093f5131dcdd8a9,ccd30861c1a7fbb63d70d359fad84825b2f2fa6435d04ef79f829dd7a6e3a4d203209a0aa1b0653ef24ce0eb3b2bfe4069511d4bdc7ad634debd711efa60ee65
2 Games in 1: Bären Brüder + Der König der Löwen,2 Games in 1: Disneys Bären Brüder + Disneys Der König der Löwen,Bären Brüder / Der König der Löwen,Disneys Bären Brüder / Disney: Der König der Löwen,2gamesin1brotherbearthelionking1andahalf,Germany,2005-01-18,Vicarious Visions,THQ,#players:1 #genre:action>platformer #embedded:backup>eeprom #save:backup #based:movie:disney #compilation:brotherbear:thelionking1andahalf #reboxed #lang:en:fr:de:es:it:nl:sv:da,630a51526ddb738fdc8392aa1c2e6500,a4e6b2f004678d387600ac46a2e57fe497dc4f18,df66803cabd01ddc16c3525740077684e60421391bb71b914093f5131dcdd8a9,ccd30861c1a7fbb63d70d359fad84825b2f2fa6435d04ef79f829dd7a6e3a4d203209a0aa1b0653ef24ce0eb3b2bfe4069511d4bdc7ad634debd711efa60ee65
2 Games in 1: Frère des Ours + Le Roi Lion,2 Games in 1: Disney: Frère des Ours + Disney: Le Roi Lion,Frère des Ours / Le Roi Lion,Disney: Frère des Ours / Disney: Le Roi Lion,2gamesin1brotherbearthelionking1andahalf,France,2005-01-18,Vicarious Visions,THQ,#players:1 #genre:action>platformer #embedded:backup>eeprom #save:backup #based:movie:disney #compilation:brotherbear:thelionking1andahalf #reboxed #lang:en:fr:de:es:it:nl:sv:da,630a51526ddb738fdc8392aa1c2e6500,a4e6b2f004678d387600ac46a2e57fe497dc4f18,df66803cabd01ddc16c3525740077684e60421391bb71b914093f5131dcdd8a9,ccd30861c1a7fbb63d70d359fad84825b2f2fa6435d04ef79f829dd7a6e3a4d203209a0aa1b0653ef24ce0eb3b2bfe4069511d4bdc7ad634debd711efa60ee65
2 Games in 1: Hermano Oso + El Rey León,2 Games in 1: Disney: Hermano Oso + Disney: El Rey León,Hermano Oso / El Rey León,Disney: Hermano Oso / Disney: El Rey León,2gamesin1brotherbearthelionking1andahalf,Spain,2005-01-18,Vicarious Visions,THQ,#players:1 #genre:action>platformer #embedded:backup>eeprom #save:backup #based:movie:disney #compilation:brotherbear:thelionking1andahalf #reboxed #lang:en:fr:de:es:it:nl:sv:da,630a51526ddb738fdc8392aa1c2e6500,a4e6b2f004678d387600ac46a2e57fe497dc4f18,df66803cabd01ddc16c3525740077684e60421391bb71b914093f5131dcdd8a9,ccd30861c1a7fbb63d70d359fad84825b2f2fa6435d04ef79f829dd7a6e3a4d203209a0aa1b0653ef24ce0eb3b2bfe4069511d4bdc7ad634debd711efa60ee65
2 Games in 1: Koda‚ Fratello Orso + Il Re Leone,2 Games in 1: Disney: Koda‚ Fratello Orso + Disney: Il Re Leone,Koda‚ Fratello Orso / Il Re Leone,Disney: Koda‚ Fratello Orso / Disney: Il Re Leone,2gamesin1brotherbearthelionking1andahalf,Italy,2005-01-18,Vicarious Visions,THQ,#players:1 #genre:action>platformer #embedded:backup>eeprom #save:backup #based:movie:disney #compilation:brotherbear:thelionking1andahalf #reboxed #lang:en:fr:de:es:it:nl:sv:da,630a51526ddb738fdc8392aa1c2e6500,a4e6b2f004678d387600ac46a2e57fe497dc4f18,df66803cabd01ddc16c3525740077684e60421391bb71b914093f5131dcdd8a9,ccd30861c1a7fbb63d70d359fad84825b2f2fa6435d04ef79f829dd7a6e3a4d203209a0aa1b0653ef24ce0eb3b2bfe4069511d4bdc7ad634debd711efa60ee65
2 Games in 1: Bären Brüder + Disneys Prinzessinnen,2 Games in 1: Disneys Bären Brüder + Disneys Prinzessinnen,Bären Brüder / Disneys Prinzessinnen,Disneys Bären Brüder / Disneys Prinzessinnen,2gamesin1brotherbeardisneyprincess,Germany,2005-05-11,Vicarious Visions/Art,THQ,#players:1 #genre:action>platformer:adventure #embedded:backup>eeprom #save:backup:password #based:movie:disney #compilation:brotherbear:disneyprincess #lang:de:en:fr:es:it:nl:sv:da,2fcdf9b4f16219242bf5cdd34336f0e6,16b3fa898912ab677c664d0edc96f516d89447e7,17220d41a1e5cdd9b9dfba7ddb7c422c4ad0c7dbde2744b387ea20246123a1a2,a4eb269c3fc17e1c73cf3cdd77f0fd9842eb0705eda6da2e93f86f95e54ab11508dafeff8db674f051c7295cdeb970fe7edf2d31be97889e0732473d958c8072
2 Games in 1: Brother Bear + Disney Princess,2 Games in 1: Disney's Brother Bear + Disney Princess,Brother Bear / Disney Princess,Disney's Brother Bear / Disney Princess,2gamesin1brotherbeardisneyprincess,Europe,2005-05-11,Vicarious Visions/Art,THQ,#players:1 #genre:action>platformer:adventure #embedded:backup>eeprom #save:backup:password #based:movie:disney #compilation:brotherbear:disneyprincess #lang:en:fr:de:es:it:nl:sv:da,b48cfda5bd9b7efe4f0c23f5e65d2c95,fe5b91f970adcc1cceea35d38dd174b5b328755d,d1e3705a53dd573c71301ea262f2832b66838f6f48d4772d5db7f737bd1c7c28,c0dbcbc738fad0f86eec3fa72582ec6658d1224befae5b74eebb515980fe47754b35170e85249e896273348ca8abe194626d854095a4d1395791e61a99ce00be
2 Games in 1: Buscando a Nemo + Buscando a Nemo: La Aventura Continúa,2 Games in 1: Disney・Pixar: Buscando a Nemo + Disney・Pixar: Buscando a Nemo: La Aventura Continúa,Buscando a Nemo / Buscando a Nemo: La Aventura Continúa,Disney・Pixar: Buscando a Nemo / Buscando a Nemo: La Aventura Continúa,2gamesinonefindingnemo,Spain,2005-10-21,Vicarious Visions/Altron,THQ,#players:2:vs #genre:action>platformer:minigames:shmup>h:puzzle:rhythm #save:password #based:movie:disney #compilation:findingnemo:findingnemothecontinuingadventures #lang:es:it:en:sv:da,2cede728164ea50342d41a554ef36a02,a7b8aa7f3cd86b664f314650206d9043806e9b22,6d490728f51b181c4a39d904fadc65160867fb401d19f79b66afe1710168e82c,44ef3082e4e10ac5a5add691c5ccb2cf42059b753392871e255dcfc7f1bf3ef53dd39c1d77079f379e95af67c47093556206602703769236b450b1b1208300ed
2 Games in 1: Buscando a Nemo + Los Increíbles,2 Games in 1: Disney・Pixar: Buscando a Nemo + Los Increíbles,Buscando a Nemo / Los Increíbles,Disney・Pixar: Buscando a Nemo / Los Increíbles,2gamesin1findingnemotheincredibles,Spain,2007,Vicarious Visions/Helixe/Factor 5,THQ,#players:1 #genre:action>platformer:brawler #save:password #based:movie:disney #compilation:findingnemo:theincredibles #lang:es:it,aceaffd0c62017a1bb4df5817b61a0a7,eb6eed6ac64ec225cd14294c4d2a82ba3d524c24,d22a168daa70e71688e6719e86f2cb197c6322a5cc213bc9aa2ec04ac7db8fd2,d49a4e698ece40119c6a8ebd035e411eb5a7443e50a0161b98c96fddd88e716f4d175d4ed093053c9bd3d5e269e5f3e4c66596dcaa55a471e968d1d4492bb224
2 Games in 1: Cartoon Network Block Party / Cartoon Network Speedway: Double Value!,=,Cartoon Network Block Party / Cartoon Network Speedway,=,2gamesin1cartoonnetworkblockpartyspeedway,USA,2005-04,Monkeystone/One Man Band/Digital Creations,Majesco,#players:4:vs #genre:racing>combat:board>party:minigames:sim>fishing:rhythm>dance:shooting>gallery:racing:sports>skateboarding #addon:link>gbalinkcable #save:password #based #compilation:cartoonnetworkblockparty:cartoonnetworkspeedway #lang:en,0d750defe01da931beb8148a71be112e,b0d9b18157f7e8ec139f04f9ae9508d00fa39313,373e971fd47aa608616cc1e3eab725319fad2e832167a51d87308f391e87a328,23e6a7b754e7eaba7b37212e407f0b0ec8a97598438a83c1ae44c9fa89f1d4ebc3a5213320c16b8c38ef61f8556ebec03ca224491173920b185dbc9ff0ae5a38
2 Games in 1: Columns Crown + ChuChu Rocket!,=,Columns Crown / ChuChu Rocket!,=,2gamesin1columnscrownchuchurocket,Europe,2008-11-28,WOW/Sonic Team,THQ/SEGA,#players:4:vs #genre:action:puzzle>drop #addon:link>gbalinkcable #embedded:backup>flashram #save:backup #port:sega>dreamcast #compilation:columnscrown:chuchurocket #lang:en:ja:fr:de:es,3d1f1a4dbe50b9ec4c83c323ee7cca7a,1f2960aa527b332348f8e770ea8e792bc6da2813,86fc0c622d85f405e33b59cfc93125e78d70ef1a249fb20510be613f3f04834f,0e3bff376e4289d8c8c881efc2c8633e6a700ef3f1ae4faff957bc366cc4687a5205e4685b3c49ccd0fc712aa2c81659676efe52689ff73d2a9c80d1c51228bf
2 Games in 1: Die Monster AG + Findet Nemo,2 Games in 1: Disney・Pixar: Die Monster AG + Disney・Pixar: Findet Nemo,Die Monster AG / Findet Nemo,Disney・Pixar: Die Monster AG / Disney・Pixar: Findet Nemo,2gamesin1findingnemomonstersinc,Germany,2004-11-23,Vicarious Visions/Natsume,THQ,#players:1 #genre:action>platformer:adventure #save:password #based:movie:disney #compilation:monstersincgba:findingnemo #lang:de,e715d170842826522a7827a89e61998c,294bfc9810ff83cc0b1fbed152d3e80ba219fb80,73374c72b04c5fb886b166e7aa6d019442efcec5c6eb4d1d4364823b8445a8ca,3c63ae7c4e7aeb8c31d10fc2b10712f7e7412df32e55b36ef60309f2ded883c10a782850cd46b75e5d215d9f8993ed5a87dcb85734488350d159ffaf56228f75
2 Games in 1: Disney Princesas + El Rey León,2 Games in 1: Disney Princesas + Disney: El Rey León,Disney Princesas / El Rey León,Disney Princesas / Disney: El Rey León,2gamesin1disneyprincessthelionking1andahalf,Spain,2004-12-01,Art/Vicarious Visions,THQ,#players:1 #genre:action>platformer:adventure #embedded:backup>eeprom #save:backup:password #based:movie:disney #compilation:disneyprincess:thelionking1andahalf #lang:es:en:fr:de:it:nl:sv:da,2b4d29e64f0ab440877488d91bb67ae9,dc90c8a0784b4572cb7ad1e882d03b9d382170d8,a9f47f6eb0368c8b62d0c9a526cab94d3bbbe8c4b86463622351c36db534bef7,27ac335379bf23927b6d90b219cd80918b739160797b0d682ee4253b53cf6202917f11e1126c4b3fb45053d9e0d26b930d940adbab8e18ffb3ba5cfc7cc47df0
2 Games in 1: Disney Princess + The Lion King,2 Games in 1: Disney Princess + Disney's The Lion King,Disney Princess / The Lion King,Disney Princess / Disney's The Lion King,2gamesin1disneyprincessthelionking1andahalf,Europe,2004-12-01,Art/Vicarious Visions,THQ,#players:1 #genre:action>platformer:adventure #embedded:backup>eeprom #save:backup:password #based:movie:disney #compilation:disneyprincess:thelionking1andahalf #lang:en:fr:de:es:it:nl:sv:da,65110a08ba48afa16c8693e88d62c10b,c10f28e821f6820c1d8fe34798172c0131180004,4fcd8f319cc101791cbcb2c4e384c23a657968cc21ae716e457c4f1b568f7217,bf82c45e86380272dc01d1b60ae6b44f5709be9236313b6283948b26fb2c6591ea68cd2bc4fee19e2378b8e8ecbc330dbcf8101ee1c87451cf6891189646331c
2 Games in 1: Disney Princesse + Le Roi Lion,2 Games in 1: Disney Princesse + Disney: Le Roi Lion,Disney Princesse / Le Roi Lion,Disney Princesse / Disney: Le Roi Lion,2gamesin1disneyprincessthelionking1andahalf,France,2004-12-01,Art/Vicarious Visions,THQ,#players:1 #genre:action>platformer:adventure #embedded:backup>eeprom #save:backup:password #based:movie:disney #compilation:disneyprincess:thelionking1andahalf #lang:fr:en:de:es:it:nl:sv:da,6f95dd3e97e52d41c5ba69adf8e506af,d11eb620645fcac8d18a9e384d0c6ccf134d01c2,d98a22b074237cea59dd5b4c773b55c6aaeb378468b53f368e3f5919b25bc623,fe0e1265d6e9e490664c7a4676823787632d1dbcc35df72bef4677693aa85906c41977c142d36a527026157a12aa6ae1cbfc249aa28516260e9d67677d660f62
2 Games in 1: Disney Principesse + Il Re Leone,2 Games in 1: Disney Principesse + Disney: Il Re Leone,Disney Principesse / Il Re Leone,Disney Principesse / Disney: Il Re Leone,2gamesin1disneyprincessthelionking1andahalf,Italy,2004-12-01,Art/Vicarious Visions,THQ,#players:1 #genre:action>platformer:adventure #embedded:backup>eeprom #save:backup:password #based:movie:disney #compilation:disneyprincess:thelionking1andahalf #lang:it:en:fr:de:es:nl:sv:da,68999d263abcf3274b5c7c7f95814b70,6d7e860a0a5b3df1e2a68b46cb77e01dbf225a56,6b821c8cf792f587c4862f62842eb293586e6fdbddb9c01c81e7cf9b72a37864,0fb4b49f1bc21cf715bbaf3b19158e507165d13ff149c8d1993017fc03d8cd1670bcb0dff317f9c63f39c6f4d711fb705d4e04a6ed1575331cfde10e2a53d620
2 Games in 1: Disneys Prinzessinnen + Der König der Löwen,2 Games in 1: Disneys Prinzessinnen + Disneys Der König der Löwen,Disneys Prinzessinnen / Der König der Löwen,Disneys Prinzessinnen / Disney: Der König der Löwen,2gamesin1disneyprincessthelionking1andahalf,Germany,2004-12-01,Art/Vicarious Visions,THQ,#players:1 #genre:action>platformer:adventure #embedded:backup>eeprom #save:backup:password #based:movie:disney #compilation:disneyprincess:thelionking1andahalf #lang:de:en:fr:es:it:nl:sv:da,6c1cd0e60faebda42b2804d749e351e2,3da2e3756bc0adf52c3dfb30ae2c70b53b062d54,52f671719765677aa4a421adf5d7eeeb1256d8bab06fbf682e732adfbf426f18,caf9c0d2d5e4b2733209a33e5f277a35bf69c660f549e33648e5f35e3e9a564c144b40590e2820c65a7e8582747284b21394837dde22361a5172f0654d7b1547
2 Games in 1: Dr. Mario / Puzzle League,=,Dr. Mario & Puzzle League,=,drmarioandpaneldepon,Europe,2005-11-25,TOSE/Intelligent Systems,Nintendo,#players:2:vs #genre:puzzle>drop #addon:link>gbalinkcable #embedded:backup>eeprom #save:backup #search:feature>mario #compilation:drmario:paneldepon #port:nintendo>famicom>superfamicom #lang:en:fr:de:es:it,ec06f494be2a51170d7fd439bee5a057,df2918198ee3a5dd4a36b8cc28269e958de5e1ee,d4f2161b051b37403e5fbf41de03e572d7b1c707842877a0887a6ed27847a6d9,4f87570b77f7289d1f9a7e3077420cb084ad03c22213e3f949c815d23c3ee2b6e62c1291ae1d123e69c04abfe32addcb538ec0abb370692bd5f2004fda163bd5
2 Games in 1: Findet Nemo + Die Unglaublichen,2 Games in 1: Disney・Pixar: Findet Nemo + Die Unglaublichen,Findet Nemo / Die Unglaublichen,Disney・Pixar: Findet Nemo / Die Unglaublichen,2gamesin1findingnemotheincredibles,Germany,2007,Vicarious Visions/Helixe/Factor 5,THQ,#players:1 #genre:action>platformer:brawler #save:password #based:movie:disney #compilation:findingnemo:theincredibles #lang:de,82507fd4f17734ae8f48072cbd5ef4e2,5048638791d849de5370af48088d3b0f497736da,921696a0c5f7b18435a7818be735a4e7fd951af5ef2c103c5b5b816be06c2b3a,579525b0403db5a023c045ff32aab8ea38c3e69ea1ad51cb7ebaa33f2a91f21d5bad46107ad1ececd44aaca44b1512d37f80e53af997a635be62f1cb3f32d08c
2 Games in 1: Findet Nemo + Findet Nemo: Das Abenteuer Geht Weiter,2 Games in 1: Disney・Pixar: Findet Nemo + Disney・Pixar: Findet Nemo: Das Abenteuer Geht Weiter,Findet Nemo / Findet Nemo: Das Abenteuer Geht Weiter,Disney・Pixar: Findet Nemo / Findet Nemo: Das Abenteuer Geht Weiter,2gamesinonefindingnemo,Germany,2005-10-21,Vicarious Visions/Altron,THQ,#players:2:vs #genre:action>platformer:minigames:shmup>h:puzzle:rhythm #save:password #based:movie:disney #compilation:findingnemo:findingnemothecontinuingadventures #lang:de:fr:nl,4ba18d1ebadb424b3b944ae75dd322f0,e6f75d8108c9616a53853595123c787fcc5d83d0,c98da43dd648af6aa18573e7cd7548068570e21a5204e77863dd22f4e4ca72b7,16bf8af8337560f2e141724b8192829d02ef5d8965bcc199fa8101bf102cd34671605455a18747646466a2e19a2cf5a5ab75cda669ec5a0f6bf04f9ec6e3ee39
